Call ID,Agent,Date,Time,Topic,Answered (Y/N),Resolved (Y/N),Speed of Answer (seconds),Satisfaction Rating
C1185,Greg,2021-01-20,08:07,Contract related,Y,Y,72,4
C1186,Becky,2021-01-20,15:30,Payment related,Y,Y,119,3
C1187,Jim,2021-01-20,14:55,Contract related,Y,Y,44,4
C1188,Martha,2021-01-20,12:39,Technical Support,N,,270,
C1189,Martha,2021-01-20,17:42,Payment related,Y,Y,33,5
C1190,Jim,2021-01-20,16:50,Streaming,Y,Y,101,5
C1191,Martha,2021-01-21,10:28,Technical Support,Y,Y,36,5
C1192,Martha,2021-01-21,15:05,Technical Support,Y,Y,56,5
C1193,Greg,2021-01-21,15:14,Payment related,N,,235,
C1194,Joe,2021-01-21,10:08,Streaming,Y,N,88,5
C1195,Stewart,2021-01-21,14:41,Technical Support,Y,N,63,4
C1196,Becky,2021-01-21,15:54,Admin Support,Y,Y,26,2
C1197,Diane,2021-01-21,12:37,Payment related,Y,Y,55,5
C1198,Greg,2021-01-21,14:00,Streaming,Y,N,69,3
C1199,Dan,2021-01-21,12:43,Technical Support,Y,Y,65,1
C1200,Dan,2021-01-21,16:20,Admin Support,Y,Y,102,4
C1201,Jim,2021-01-21,14:09,Payment related,Y,N,30,3
C1202,Joe,2021-01-21,16:36,Payment related,Y,Y,63,2
C1203,Diane,2021-01-21,16:09,Admin Support,N,,178,
C1204,Dan,2021-01-21,15:03,Contract related,Y,Y,119,4
C1205,Becky,2021-01-21,16:01,Technical Support,Y,N,111,4
C1206,Greg,2021-01-21,09:46,Technical Support,N,,239,
C1207,Martha,2021-01-21,16:25,Streaming,Y,Y,118,2
C1208,Joe,2021-01-21,17:19,Payment related,Y,Y,76,3
C1209,Diane,2021-01-21,10:13,Payment related,Y,Y,88,2
C1210,Dan,2021-01-21,15:54,Technical Support,N,,236,
C1211,Jim,2021-01-21,16:59,Streaming,N,,172,
C1212,Stewart,2021-01-21,17:07,Payment related,N,,230,
C1213,Jim,2021-01-21,15:15,Streaming,Y,Y,91,5
C1214,Martha,2021-01-21,15:24,Admin Support,N,,233,
C1215,Joe,2021-01-21,12:40,Technical Support,Y,Y,77,4
C1216,Jim,2021-01-21,17:14,Payment related,N,,211,
C1217,Martha,2021-01-21,11:47,Admin Support,Y,Y,97,5
C1218,Martha,2021-01-21,11:08,Technical Support,Y,N,83,3
C1219,Becky,2021-01-21,16:01,Payment related,Y,N,77,2
C1220,Martha,2021-01-21,16:34,Admin Support,Y,Y,30,3
C1221,Jim,2021-01-21,14:11,Payment related,Y,Y,31,4
C1222,Greg,2021-01-21,15:05,Contract related,Y,N,79,3
C1223,Becky,2021-01-21,17:10,Contract related,Y,Y,20,5
C1224,Greg,2021-01-21,13:50,Payment related,Y,Y,103,3
C1225,Diane,2021-01-21,17:22,Payment related,Y,Y,19,3
C1226,Diane,2021-01-21,11:53,Contract related,Y,Y,60,3
C1227,Martha,2021-01-21,15:27,Technical Support,Y,Y,35,4
C1228,Becky,2021-01-21,09:16,Contract related,Y,Y,95,5
C1229,Diane,2021-01-21,17:44,Payment related,Y,Y,80,4
C1230,Stewart,2021-01-21,12:09,Contract related,Y,Y,92,3
C1231,Martha,2021-01-21,11:34,Payment related,Y,Y,26,4
C1232,Dan,2021-01-21,12:17,Contract related,Y,Y,63,5
C1233,Martha,2021-01-21,11:06,Streaming,Y,Y,120,5
C1234,Greg,2021-01-21,09:22,Payment related,Y,N,36,3
C1235,Stewart,2021-01-21,15:11,Admin Support,Y,N,85,4
C1236,Dan,2021-01-21,16:30,Technical Support,Y,Y,99,2
C1237,Greg,2021-01-21,12:47,Streaming,Y,N,105,5
C1238,Joe,2021-01-21,15:26,Streaming,N,,252,
C1239,Greg,2021-01-21,13:18,Contract related,Y,Y,119,3
C1240,Greg,2021-01-21,14:05,Technical Support,Y,Y,25,2
C1241,Dan,2021-01-21,11:05,Payment related,Y,Y,78,5
C1242,Dan,2021-01-21,08:27,Technical Support,Y,N,83,5
C1243,Diane,2021-01-21,12:39,Contract related,Y,Y,104,4
C1244,Jim,2021-01-21,12:47,Payment related,N,,236,
C1245,Diane,2021-01-21,17:48,Streaming,Y,Y,60,5
C1246,Dan,2021-01-21,12:24,Technical Support,Y,N,46,5
C1247,Martha,2021-01-21,16:54,Technical Support,Y,Y,15,5
C1248,Greg,2021-01-21,14:13,Contract related,N,,215,
C1249,Joe,2021-01-21,16:02,Contract related,N,,157,
C1250,Joe,2021-01-21,12:39,Technical Support,Y,Y,107,3
C1251,Becky,2021-01-21,12:06,Technical Support,Y,Y,34,4
C1252,Dan,2021-01-21,17:00,Admin Support,Y,Y,62,3
C1253,Greg,2021-01-21,12:11,Streaming,Y,N,35,3
C1254,Stewart,2021-01-21,15:00,Contract related,Y,Y,51,1
C1255,Stewart,2021-01-21,12:47,Contract related,Y,Y,76,5
C1256,Becky,2021-01-21,17:07,Technical Support,Y,Y,31,3
C1257,Becky,2021-01-21,15:56,Technical Support,N,,257,
C1258,Martha,2021-01-21,16:08,Contract related,Y,Y,59,4
C1259,Jim,2021-01-21,15:15,Payment related,Y,N,109,1
C1260,Martha,2021-01-22,11:31,Admin Support,Y,Y,80,3
C1261,Greg,2021-01-22,11:07,Contract related,Y,N,40,4
C1262,Dan,2021-01-22,15:06,Streaming,N,,230,
C1263,Martha,2021-01-22,14:14,Streaming,Y,N,33,4
C1264,Jim,2021-01-22,14:05,Technical Support,Y,Y,44,3
C1265,Becky,2021-01-22,12:03,Payment related,Y,Y,50,5
C1266,Stewart,2021-01-22,15:15,Contract related,Y,Y,99,5
C1267,Greg,2021-01-22,11:30,Contract related,Y,Y,77,4
C1268,Jim,2021-01-22,11:06,Payment related,Y,Y,61,5
C1269,Stewart,2021-01-22,12:49,Streaming,Y,Y,26,5
C1270,Martha,2021-01-22,10:47,Streaming,N,,263,
C1271,Diane,2021-01-22,15:12,Payment related,N,,159,
C1272,Stewart,2021-01-22,17:39,Technical Support,Y,N,83,5
C1273,Becky,2021-01-22,09:12,Payment related,Y,N,86,5
C1274,Martha,2021-01-22,16:28,Contract related,Y,Y,79,5
C1275,Dan,2021-01-22,10:17,Technical Support,N,,157,
C1276,Diane,2021-01-22,16:44,Payment related,Y,Y,80,5
C1277,Becky,2021-01-22,10:48,Payment related,Y,Y,41,3
C1278,Jim,2021-01-22,10:13,Contract related,Y,Y,105,5
C1279,Diane,2021-01-22,11:54,Technical Support,Y,Y,43,1
C1280,Dan,2021-01-22,11:02,Contract related,Y,Y,116,2
C1281,Diane,2021-01-22,17:52,Technical Support,Y,Y,92,5
C1282,Greg,2021-01-22,11:45,Payment related,Y,Y,56,5
C1283,Stewart,2021-01-22,14:00,Streaming,N,,172,
C1284,Martha,2021-01-22,11:01,Payment related,Y,N,47,5
C1285,Diane,2021-01-22,14:35,Admin Support,Y,Y,89,4
C1286,Dan,2021-01-22,16:25,Technical Support,Y,Y,33,5
C1287,Joe,2021-01-22,09:11,Streaming,N,,174,
C1288,Dan,2021-01-22,14:46,Payment related,Y,Y,37,5
C1289,Martha,2021-01-22,15:12,Streaming,Y,Y,97,5
C1290,Dan,2021-01-22,10:33,Payment related,Y,Y,63,4
C1291,Jim,2021-01-22,10:00,Streaming,Y,Y,95,4
C1292,Martha,2021-01-22,16:00,Technical Support,N,,259,
C1293,Dan,2021-01-22,15:12,Technical Support,Y,Y,35,3
C1294,Jim,2021-01-22,13:15,Technical Support,Y,Y,17,5
C1295,Martha,2021-01-22,10:18,Technical Support,N,,168,
C1296,Jim,2021-01-22,08:14,Streaming,Y,Y,51,3
C1297,Martha,2021-01-22,16:24,Technical Support,N,,178,
C1298,Stewart,2021-01-22,10:18,Streaming,Y,Y,25,5
C1299,Becky,2021-01-22,14:11,Technical Support,Y,Y,34,5
C1300,Greg,2021-01-22,15:39,Technical Support,Y,N,99,4
C1301,Martha,2021-01-22,11:58,Admin Support,N,,169,
C1302,Stewart,2021-01-22,15:09,Streaming,Y,N,76,5
C1303,Greg,2021-01-22,10:27,Streaming,Y,Y,113,4
C1304,Joe,2021-01-22,11:27,Payment related,Y,N,57,3
C1305,Diane,2021-01-22,17:58,Technical Support,Y,Y,78,4
C1306,Martha,2021-01-22,16:24,Payment related,Y,Y,103,5
C1307,Diane,2021-01-22,11:05,Technical Support,Y,N,61,4
C1308,Martha,2021-01-22,17:58,Streaming,Y,N,114,5
C1309,Becky,2021-01-22,11:09,Streaming,N,,157,
C1310,Dan,2021-01-22,15:07,Technical Support,Y,N,62,2
C1311,Martha,2021-01-22,10:37,Technical Support,Y,Y,33,4
C1312,Jim,2021-01-22,09:04,Payment related,N,,169,
C1313,Dan,2021-01-22,15:30,Payment related,Y,Y,67,5
C1314,Jim,2021-01-22,13:41,Technical Support,Y,N,19,4
C1315,Jim,2021-01-22,10:10,Technical Support,Y,N,73,4
C1316,Greg,2021-01-22,16:58,Payment related,Y,Y,26,4
C1317,Diane,2021-01-22,17:08,Technical Support,Y,Y,120,5
C1318,Martha,2021-01-22,14:53,Admin Support,Y,Y,97,4
C1319,Stewart,2021-01-22,12:03,Payment related,Y,Y,24,4
C1320,Jim,2021-01-22,15:21,Streaming,Y,Y,42,4
C1321,Diane,2021-01-22,15:19,Payment related,Y,Y,49,2
C1322,Joe,2021-01-22,14:02,Streaming,Y,N,16,5
C1323,Diane,2021-01-22,15:25,Technical Support,Y,Y,31,5
C1324,Martha,2021-01-22,09:26,Technical Support,Y,Y,116,4
C1325,Jim,2021-01-22,14:54,Technical Support,Y,Y,95,2
C1326,Diane,2021-01-22,15:56,Admin Support,Y,N,35,5
C1327,Stewart,2021-01-22,13:46,Technical Support,Y,Y,94,5
C1328,Becky,2021-01-22,12:57,Streaming,N,,227,
C1329,Joe,2021-01-22,09:09,Streaming,Y,N,54,4
C1330,Stewart,2021-01-23,13:29,Streaming,Y,Y,88,4
C1331,Joe,2021-01-23,09:11,Technical Support,Y,Y,71,4
C1332,Joe,2021-01-23,10:07,Streaming,N,,201,
C1333,Dan,2021-01-23,12:39,Technical Support,Y,Y,55,4
C1334,Joe,2021-01-23,15:32,Technical Support,N,,237,
C1335,Jim,2021-01-23,09:41,Payment related,Y,N,16,3
C1336,Dan,2021-01-23,10:24,Payment related,N,,178,
C1337,Martha,2021-01-23,12:29,Technical Support,Y,Y,119,4
C1338,Martha,2021-01-23,09:46,Contract related,N,,248,
C1339,Stewart,2021-01-23,12:25,Streaming,Y,Y,42,5
C1340,Joe,2021-01-23,13:17,Streaming,Y,Y,96,3
C1341,Becky,2021-01-23,14:38,Streaming,Y,N,75,3
C1342,Becky,2021-01-23,11:01,Technical Support,Y,Y,23,3
C1343,Joe,2021-01-23,09:55,Contract related,Y,Y,48,3
C1344,Becky,2021-01-23,09:57,Technical Support,Y,Y,59,5
C1345,Dan,2021-01-23,13:34,Contract related,Y,N,88,4
C1346,Diane,2021-01-23,08:50,Streaming,Y,Y,56,4
C1347,Stewart,2021-01-23,16:46,Streaming,N,,269,
C1348,Stewart,2021-01-23,10:55,Streaming,N,,202,
C1349,Jim,2021-01-23,11:46,Contract related,N,,259,
C1350,Martha,2021-01-23,10:28,Streaming,Y,Y,104,4
C1351,Diane,2021-01-23,10:24,Technical Support,N,,236,
C1352,Stewart,2021-01-23,14:00,Admin Support,Y,N,79,5
C1353,Joe,2021-01-23,10:31,Technical Support,Y,N,69,4
C1354,Dan,2021-01-23,15:07,Technical Support,Y,Y,35,4
C1355,Becky,2021-01-23,12:54,Payment related,Y,N,27,5
C1356,Martha,2021-01-23,16:06,Payment related,Y,Y,78,5
C1357,Martha,2021-01-23,14:34,Payment related,Y,N,100,3
C1358,Joe,2021-01-23,12:14,Payment related,Y,N,30,4
C1359,Becky,2021-01-23,16:29,Contract related,Y,N,65,1
C1360,Greg,2021-01-23,12:14,Technical Support,Y,Y,116,5
C1361,Becky,2021-01-23,15:00,Streaming,Y,N,119,4
C1362,Stewart,2021-01-23,15:20,Streaming,Y,Y,86,5
C1363,Becky,2021-01-23,10:41,Admin Support,Y,Y,31,5
C1364,Dan,2021-01-23,12:46,Technical Support,Y,Y,44,2
C1365,Martha,2021-01-23,16:32,Payment related,Y,N,95,5
C1366,Stewart,2021-01-23,16:10,Streaming,Y,Y,95,5
C1367,Martha,2021-01-24,08:45,Payment related,Y,N,73,4
C1368,Diane,2021-01-24,15:11,Payment related,Y,Y,46,5
C1369,Greg,2021-01-24,16:24,Payment related,Y,N,95,1
C1370,Martha,2021-01-24,17:55,Streaming,N,,165,
C1371,Greg,2021-01-24,10:18,Contract related,Y,Y,61,5
C1372,Joe,2021-01-24,11:06,Admin Support,Y,Y,95,2
C1373,Stewart,2021-01-24,15:24,Payment related,Y,Y,53,1
C1374,Jim,2021-01-24,10:36,Streaming,Y,Y,93,4
C1375,Greg,2021-01-24,08:33,Contract related,Y,Y,17,4
C1376,Stewart,2021-01-24,15:13,Streaming,Y,Y,43,2
C1377,Greg,2021-01-24,15:08,Technical Support,Y,Y,105,4
C1378,Joe,2021-01-24,11:47,Technical Support,N,,268,
C1379,Diane,2021-01-24,10:11,Payment related,N,,185,
C1380,Greg,2021-01-24,17:06,Streaming,Y,Y,70,5
C1381,Greg,2021-01-24,12:47,Admin Support,Y,Y,69,3
C1382,Martha,2021-01-24,12:57,Technical Support,N,,215,
C1383,Greg,2021-01-24,11:26,Payment related,N,,217,
C1384,Martha,2021-01-24,12:01,Streaming,Y,N,60,3
C1385,Stewart,2021-01-24,11:23,Streaming,Y,Y,103,1
C1386,Stewart,2021-01-24,12:29,Contract related,Y,Y,92,3
C1387,Greg,2021-01-24,11:35,Payment related,N,,253,
C1388,Becky,2021-01-24,16:04,Payment related,Y,N,40,3
C1389,Jim,2021-01-24,16:31,Contract related,Y,Y,36,4
C1390,Jim,2021-01-24,14:15,Technical Support,Y,N,15,5
C1391,Becky,2021-01-24,11:53,Streaming,Y,Y,58,4
C1392,Becky,2021-01-24,09:06,Payment related,Y,N,66,2
C1393,Jim,2021-01-24,15:31,Technical Support,Y,Y,97,5
C1394,Martha,2021-01-24,10:23,Streaming,Y,Y,28,5
C1395,Becky,2021-01-24,16:46,Streaming,Y,Y,118,4
C1396,Jim,2021-01-24,17:00,Technical Support,Y,Y,53,2
C1397,Becky,2021-01-24,12:39,Technical Support,Y,Y,73,2
C1398,Becky,2021-01-24,11:09,Payment related,Y,Y,45,4
C1399,Stewart,2021-01-24,15:17,Admin Support,Y,Y,113,3
C1400,Diane,2021-01-24,09:35,Payment related,Y,Y,24,2
C1401,Jim,2021-01-24,13:13,Payment related,Y,Y,77,2
C1402,Stewart,2021-01-24,11:37,Admin Support,Y,Y,34,5
C1403,Diane,2021-01-24,10:08,Contract related,Y,Y,94,4
C1404,Martha,2021-01-24,15:12,Technical Support,Y,Y,88,4
C1405,Martha,2021-01-24,10:56,Payment related,Y,N,38,3
C1406,Stewart,2021-01-25,15:28,Technical Support,N,,160,
C1407,Dan,2021-01-25,12:13,Technical Support,Y,Y,71,3
C1408,Becky,2021-01-25,09:41,Payment related,Y,Y,66,3
C1409,Joe,2021-01-25,11:38,Technical Support,Y,Y,46,5
C1410,Jim,2021-01-25,11:03,Payment related,Y,Y,50,3
C1411,Becky,2021-01-25,14:45,Technical Support,Y,N,103,3
C1412,Diane,2021-01-25,11:50,Technical Support,Y,Y,108,1
C1413,Joe,2021-01-25,10:58,Payment related,N,,238,
C1414,Martha,2021-01-25,11:20,Streaming,Y,Y,16,4
C1415,Dan,2021-01-25,12:01,Contract related,N,,171,
C1416,Jim,2021-01-25,15:54,Payment related,N,,224,
C1417,Diane,2021-01-25,08:55,Technical Support,Y,Y,102,5
C1418,Dan,2021-01-25,16:33,Admin Support,Y,Y,117,5
C1419,Stewart,2021-01-25,13:47,Contract related,Y,Y,61,4
C1420,Stewart,2021-01-25,16:19,Contract related,Y,N,91,4
C1421,Jim,2021-01-25,11:33,Streaming,Y,Y,33,4
C1422,Becky,2021-01-25,08:36,Technical Support,Y,Y,63,4
C1423,Joe,2021-01-25,17:56,Contract related,N,,172,
C1424,Stewart,2021-01-25,11:43,Contract related,Y,Y,50,3
C1425,Stewart,2021-01-25,09:33,Admin Support,Y,N,87,5
C1426,Martha,2021-01-25,16:18,Contract related,Y,Y,74,5
C1427,Dan,2021-01-25,13:18,Technical Support,Y,N,16,4
C1428,Martha,2021-01-25,11:52,Streaming,Y,Y,99,5
C1429,Stewart,2021-01-25,09:08,Contract related,Y,Y,113,4
C1430,Greg,2021-01-25,17:45,Streaming,Y,Y,25,3
C1431,Stewart,2021-01-25,08:59,Streaming,Y,Y,66,5
C1432,Greg,2021-01-25,09:16,Payment related,Y,Y,56,5
C1433,Diane,2021-01-25,10:49,Technical Support,Y,Y,54,2
C1434,Joe,2021-01-25,14:40,Technical Support,Y,N,70,2
C1435,Stewart,2021-01-25,14:44,Technical Support,Y,Y,60,4
C1436,Joe,2021-01-25,12:26,Streaming,Y,N,68,2
C1437,Greg,2021-01-25,10:58,Admin Support,Y,Y,94,4
C1438,Jim,2021-01-25,14:18,Admin Support,Y,Y,15,4
C1439,Joe,2021-01-25,15:33,Admin Support,Y,Y,98,2
C1440,Greg,2021-01-25,14:52,Payment related,Y,N,30,5
C1441,Jim,2021-01-25,15:47,Payment related,Y,Y,78,3
C1442,Dan,2021-01-25,16:40,Technical Support,Y,N,15,5
C1443,Martha,2021-01-25,14:12,Streaming,Y,N,81,2
C1444,Jim,2021-01-25,11:30,Admin Support,Y,Y,30,3
C1445,Diane,2021-01-25,13:11,Admin Support,Y,N,102,4
C1446,Becky,2021-01-25,15:07,Streaming,Y,Y,110,4
C1447,Diane,2021-01-25,10:47,Technical Support,Y,Y,90,4
C1448,Becky,2021-01-25,15:25,Payment related,Y,Y,69,3
C1449,Becky,2021-01-25,11:07,Streaming,Y,Y,99,4
C1450,Stewart,2021-01-25,09:58,Contract related,Y,Y,50,1
C1451,Diane,2021-01-25,10:32,Technical Support,Y,Y,23,3
C1452,Stewart,2021-01-25,10:41,Technical Support,N,,167,
C1453,Greg,2021-01-25,11:48,Contract related,Y,N,76,4
C1454,Dan,2021-01-25,13:42,Payment related,N,,249,
C1455,Dan,2021-01-25,15:16,Payment related,Y,Y,89,4
C1456,Jim,2021-01-25,12:02,Contract related,Y,Y,28,4
C1457,Diane,2021-01-25,15:20,Contract related,Y,N,45,2
C1458,Becky,2021-01-25,16:46,Admin Support,Y,Y,93,3
C1459,Martha,2021-01-25,08:47,Technical Support,Y,Y,18,5
C1460,Joe,2021-01-25,11:44,Technical Support,N,,223,
C1461,Greg,2021-01-25,14:12,Technical Support,Y,Y,109,3
C1462,Diane,2021-01-25,16:51,Streaming,Y,N,27,3
C1463,Jim,2021-01-25,16:57,Technical Support,Y,Y,24,4
C1464,Joe,2021-01-25,15:58,Streaming,Y,N,79,4
C1465,Dan,2021-01-25,14:35,Admin Support,Y,Y,24,4
C1466,Greg,2021-01-25,10:33,Streaming,Y,Y,84,4
C1467,Greg,2021-01-25,11:18,Technical Support,Y,N,35,5
C1468,Diane,2021-01-25,09:36,Contract related,N,,214,
C1469,Jim,2021-01-25,11:39,Technical Support,N,,224,
C1470,Greg,2021-01-25,13:58,Payment related,Y,Y,40,4
C1471,Diane,2021-01-25,15:08,Technical Support,Y,N,99,5
C1472,Martha,2021-01-25,09:31,Admin Support,Y,Y,112,5
C1473,Becky,2021-01-25,12:04,Payment related,Y,Y,85,4
C1474,Jim,2021-01-25,10:46,Streaming,Y,Y,59,4
C1475,Diane,2021-01-25,11:54,Streaming,Y,N,118,3
C1476,Jim,2021-01-26,16:43,Payment related,Y,N,104,2
C1477,Dan,2021-01-26,15:35,Streaming,Y,Y,62,4
C1478,Jim,2021-01-26,12:58,Streaming,Y,Y,67,5
C1479,Jim,2021-01-26,16:50,Contract related,Y,Y,119,2
C1480,Dan,2021-01-26,09:28,Technical Support,Y,Y,46,5
C1481,Joe,2021-01-26,10:25,Payment related,Y,Y,84,3
C1482,Stewart,2021-01-26,15:52,Contract related,N,,206,
C1483,Greg,2021-01-26,15:23,Contract related,Y,N,55,5
C1484,Stewart,2021-01-26,13:03,Contract related,Y,Y,50,2
C1485,Diane,2021-01-26,17:53,Technical Support,Y,Y,107,5
C1486,Joe,2021-01-26,10:15,Payment related,Y,Y,78,5
C1487,Becky,2021-01-26,11:37,Technical Support,N,,157,
C1488,Becky,2021-01-26,11:39,Technical Support,N,,199,
C1489,Diane,2021-01-26,13:14,Technical Support,Y,Y,99,3
C1490,Jim,2021-01-26,14:22,Contract related,Y,Y,48,5
C1491,Jim,2021-01-26,14:48,Technical Support,N,,205,
C1492,Jim,2021-01-26,16:50,Admin Support,Y,N,101,3
C1493,Joe,2021-01-26,17:34,Technical Support,Y,N,48,3
C1494,Diane,2021-01-26,12:47,Streaming,Y,N,50,2
C1495,Greg,2021-01-26,11:34,Technical Support,Y,Y,61,3
C1496,Jim,2021-01-26,11:41,Streaming,Y,Y,48,5
C1497,Joe,2021-01-26,13:01,Streaming,Y,Y,96,5
C1498,Martha,2021-01-26,11:03,Technical Support,Y,Y,23,4
C1499,Greg,2021-01-26,11:50,Technical Support,Y,Y,37,3
C1500,Diane,2021-01-26,14:03,Streaming,Y,Y,71,4
C1501,Diane,2021-01-26,09:45,Streaming,Y,Y,47,1
C1502,Stewart,2021-01-26,16:54,Technical Support,Y,Y,28,2
C1503,Martha,2021-01-26,13:32,Streaming,Y,Y,120,5
C1504,Greg,2021-01-26,09:27,Streaming,Y,N,57,5
C1505,Joe,2021-01-26,16:23,Contract related,Y,Y,62,1
C1506,Jim,2021-01-26,17:58,Streaming,Y,Y,106,5
C1507,Stewart,2021-01-26,13:37,Contract related,Y,Y,99,5
C1508,Martha,2021-01-26,12:41,Contract related,N,,178,
C1509,Becky,2021-01-26,14:36,Technical Support,Y,N,117,2
C1510,Joe,2021-01-26,13:33,Technical Support,Y,Y,46,3
C1511,Diane,2021-01-26,16:23,Technical Support,Y,Y,45,4
C1512,Stewart,2021-01-26,17:26,Streaming,Y,Y,61,4
C1513,Becky,2021-01-26,14:28,Streaming,N,,166,
C1514,Becky,2021-01-26,17:15,Payment related,Y,Y,116,3
C1515,Becky,2021-01-26,11:05,Technical Support,N,,223,
C1516,Diane,2021-01-26,13:56,Contract related,N,,151,
C1517,Greg,2021-01-26,10:26,Admin Support,Y,Y,27,2
C1518,Jim,2021-01-26,08:27,Payment related,N,,166,
C1519,Becky,2021-01-26,13:33,Contract related,Y,Y,86,3
C1520,Stewart,2021-01-26,11:21,Payment related,Y,N,20,2
C1521,Becky,2021-01-26,17:28,Payment related,Y,Y,111,4
C1522,Martha,2021-01-26,10:11,Streaming,Y,Y,101,4
C1523,Dan,2021-01-26,12:28,Technical Support,Y,N,27,3
C1524,Becky,2021-01-26,13:03,Technical Support,Y,N,33,1
C1525,Diane,2021-01-26,17:56,Technical Support,Y,N,55,2
C1526,Greg,2021-01-26,11:07,Technical Support,Y,N,51,5
C1527,Martha,2021-01-26,11:38,Contract related,Y,Y,41,4
C1528,Jim,2021-01-26,13:10,Payment related,Y,N,83,5
C1529,Jim,2021-01-26,08:53,Technical Support,Y,N,69,5
C1530,Joe,2021-01-26,13:53,Technical Support,Y,Y,30,4
C1531,Martha,2021-01-26,12:16,Contract related,N,,243,
C1532,Martha,2021-01-26,15:22,Payment related,Y,Y,35,4
C1533,Martha,2021-01-26,11:40,Payment related,Y,N,70,2
C1534,Stewart,2021-01-26,15:33,Streaming,Y,N,95,1
C1535,Diane,2021-01-26,14:00,Streaming,Y,N,101,3
C1536,Dan,2021-01-26,13:31,Payment related,Y,Y,26,5
C1537,Diane,2021-01-26,16:47,Streaming,Y,Y,41,5
C1538,Greg,2021-01-26,09:44,Payment related,Y,Y,59,4
C1539,Greg,2021-01-26,15:11,Admin Support,N,,235,
C1540,Becky,2021-01-26,13:50,Payment related,Y,Y,43,2
C1541,Greg,2021-01-26,16:48,Technical Support,Y,Y,69,2
C1542,Martha,2021-01-26,13:20,Technical Support,Y,Y,76,5
C1543,Becky,2021-01-26,16:38,Payment related,Y,Y,42,5
C1544,Stewart,2021-01-26,15:03,Technical Support,Y,Y,71,4
C1545,Greg,2021-01-26,11:03,Technical Support,Y,Y,20,3
C1546,Dan,2021-01-26,12:36,Technical Support,Y,Y,93,4
C1547,Jim,2021-01-26,10:34,Contract related,Y,Y,114,5
C1548,Martha,2021-01-26,17:49,Payment related,Y,Y,40,5
C1549,Diane,2021-01-26,16:25,Technical Support,Y,Y,67,3
C1550,Jim,2021-01-27,17:02,Admin Support,Y,Y,116,4
C1551,Jim,2021-01-27,10:19,Streaming,Y,Y,49,5
C1552,Becky,2021-01-27,16:24,Streaming,Y,Y,25,2
C1553,Becky,2021-01-27,13:45,Streaming,Y,Y,34,2
C1554,Diane,2021-01-27,14:25,Admin Support,N,,250,
C1555,Jim,2021-01-27,11:32,Technical Support,Y,Y,98,4
C1556,Martha,2021-01-27,12:27,Streaming,Y,Y,51,5
C1557,Becky,2021-01-27,14:15,Streaming,Y,Y,62,5
C1558,Diane,2021-01-27,15:28,Payment related,Y,N,72,4
C1559,Greg,2021-01-27,14:41,Technical Support,Y,N,27,4
C1560,Diane,2021-01-27,11:31,Streaming,Y,N,81,5
C1561,Jim,2021-01-27,14:14,Admin Support,Y,Y,58,5
C1562,Becky,2021-01-27,08:44,Contract related,Y,Y,86,5
C1563,Diane,2021-01-27,14:20,Technical Support,Y,Y,109,5
C1564,Becky,2021-01-27,09:06,Payment related,Y,N,35,4
C1565,Joe,2021-01-27,10:12,Contract related,Y,N,78,3
C1566,Dan,2021-01-27,16:31,Payment related,Y,Y,52,2
C1567,Greg,2021-01-27,17:46,Technical Support,Y,Y,98,3
C1568,Diane,2021-01-27,11:43,Admin Support,N,,197,
C1569,Joe,2021-01-27,13:16,Technical Support,N,,268,
C1570,Dan,2021-01-27,15:54,Streaming,Y,Y,55,4
C1571,Jim,2021-01-27,10:04,Technical Support,Y,Y,83,4
C1572,Joe,2021-01-27,09:39,Payment related,Y,Y,43,4
C1573,Greg,2021-01-27,08:12,Technical Support,N,,204,
C1574,Stewart,2021-01-27,14:19,Payment related,Y,Y,84,4
C1575,Dan,2021-01-27,11:37,Streaming,Y,Y,87,2
C1576,Becky,2021-01-27,16:37,Technical Support,Y,Y,50,5
C1577,Joe,2021-01-27,15:39,Streaming,Y,Y,42,2
C1578,Dan,2021-01-27,16:09,Streaming,N,,191,
C1579,Dan,2021-01-27,09:03,Technical Support,Y,Y,56,3
C1580,Becky,2021-01-27,15:15,Technical Support,Y,Y,54,5
C1581,Diane,2021-01-27,11:05,Contract related,N,,256,
C1582,Becky,2021-01-27,11:09,Payment related,Y,N,102,2
C1583,Stewart,2021-01-27,16:41,Streaming,N,,259,
C1584,Stewart,2021-01-27,13:42,Payment related,Y,Y,39,4
C1585,Jim,2021-01-27,10:47,Streaming,Y,Y,90,3
C1586,Greg,2021-01-27,09:23,Technical Support,Y,Y,97,3
C1587,Greg,2021-01-27,13:02,Technical Support,Y,Y,18,5
C1588,Joe,2021-01-27,17:38,Technical Support,Y,N,111,4
C1589,Jim,2021-01-27,10:23,Payment related,Y,Y,37,5
C1590,Martha,2021-01-27,10:26,Streaming,Y,Y,27,5
C1591,Diane,2021-01-27,11:54,Payment related,Y,Y,101,5
C1592,Dan,2021-01-27,11:45,Contract related,Y,N,81,1
C1593,Jim,2021-01-27,15:26,Streaming,N,,214,
C1594,Martha,2021-01-27,10:17,Streaming,Y,Y,103,4
C1595,Jim,2021-01-27,10:47,Technical Support,Y,Y,74,4
C1596,Joe,2021-01-27,15:36,Streaming,N,,173,
C1597,Stewart,2021-01-27,15:11,Payment related,N,,248,
C1598,Diane,2021-01-27,10:00,Payment related,Y,N,46,3
