CustomerID,Gender,SeniorCitizen,Partner,Dependents,Tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-1214,Female,No,No,No,15,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,88.29,1348.12,Yes
CUST-1215,Female,Yes,Yes,No,6,No,No phone service,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,61.48,391.43,Yes
CUST-1216,Female,No,Yes,No,8,Yes,Yes,Fiber optic,No,No,No,No internet service,No internet service,No,Month-to-month,No,Bank transfer (automatic),92.58,723.73,No
CUST-1217,Female,No,No,No,4,Yes,Yes,Fiber optic,No internet service,No internet service,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,80.73,357.35,Yes
CUST-1218,Female,No,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,34.93,136.92,Yes
CUST-1219,Female,No,No,No,22,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No internet service,No internet service,Month-to-month,Yes,Electronic check,91.76,2028.16,No
CUST-1220,Female,No,No,Yes,27,Yes,No,DSL,No,Yes,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),42.65,1165.11,No
CUST-1221,Male,No,Yes,No,1,Yes,No,Fiber optic,Yes,Yes,No internet service,Yes,No,No internet service,Month-to-month,Yes,Credit card (automatic),81.05,115.11,No
CUST-1222,Female,No,Yes,No,15,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,71.95,1083.9,Yes
CUST-1223,Female,No,No,Yes,42,Yes,Yes,Fiber optic,No,No internet service,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,78.73,3289.46,No
CUST-1224,Female,No,Yes,No,49,Yes,Yes,DSL,Yes,No,No internet service,No,Yes,No internet service,Two year,No,Bank transfer (automatic),73.87,3627.89,No
CUST-1225,Female,No,Yes,No,19,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),23.45,437.48,Yes
CUST-1226,Female,No,Yes,No,47,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),41.83,2013.16,No
CUST-1227,Female,No,Yes,No,57,Yes,Yes,Fiber optic,No,No internet service,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),77.03,4417.12,No
CUST-1228,Male,No,Yes,No,55,Yes,No,DSL,No,Yes,No internet service,No,Yes,Yes,Two year,No,Electronic check,57.96,3218.42,No
CUST-1229,Female,No,Yes,No,33,Yes,No,Fiber optic,No,No,No internet service,No,No,Yes,Two year,No,Mailed check,98.73,3299.33,No
CUST-1230,Female,No,No,No,7,Yes,No,DSL,Yes,No,No,No internet service,No,No internet service,Month-to-month,Yes,Electronic check,60.88,438.06,Yes
CUST-1231,Female,No,Yes,No,25,Yes,No,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),71.4,1797.14,No
CUST-1232,Male,No,Yes,No,8,Yes,Yes,DSL,Yes,No,No,No internet service,Yes,No,Month-to-month,No,Bank transfer (automatic),45.96,415.24,No
CUST-1233,Female,No,No,No,24,Yes,No phone service,Fiber optic,No internet service,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),99.41,2405.66,Yes
CUST-1234,Male,No,No,No,17,Yes,Yes,DSL,Yes,No internet service,No internet service,Yes,No internet service,No internet service,One year,Yes,Electronic check,54.98,965.54,No
CUST-1235,Female,No,No,No,7,Yes,No,DSL,No internet service,Yes,No internet service,Yes,No,Yes,Month-to-month,No,Credit card (automatic),55.47,405.45,Yes
CUST-1236,Female,No,Yes,No,50,Yes,No,Fiber optic,Yes,No internet service,No internet service,No internet service,No internet service,Yes,Two year,No,Mailed check,81.46,4070.42,No
CUST-1237,Female,Yes,Yes,No,23,Yes,No,Fiber optic,Yes,No,No internet service,Yes,No,No internet service,Month-to-month,Yes,Electronic check,88.69,2069.34,Yes
CUST-1238,Female,No,No,Yes,36,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,78.15,2851.19,No
CUST-1239,Female,No,Yes,No,14,Yes,No,DSL,Yes,No,No,No internet service,No,Yes,One year,Yes,Credit card (automatic),72.79,1068.93,No
CUST-1240,Female,No,No,No,1,Yes,No,Fiber optic,No internet service,No,No,Yes,No internet service,Yes,Month-to-month,No,Mailed check,89.5,132.92,Yes
CUST-1241,Female,No,No,No,24,Yes,No,DSL,No,No internet service,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),44.63,1093.16,Yes
CUST-1242,Male,No,No,No,54,Yes,No phone service,Fiber optic,No,No internet service,No internet service,Yes,Yes,Yes,Two year,No,Credit card (automatic),67.99,3720.49,No
CUST-1243,Male,No,No,No,28,Yes,No,Fiber optic,No,No internet service,No internet service,No,No internet service,No,One year,Yes,Electronic check,73.59,2083.44,No
CUST-1244,Female,No,Yes,No,7,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,44.88,316.31,Yes
CUST-1245,Female,No,No,No,45,Yes,No phone service,DSL,Yes,No internet service,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),65.46,2927.76,No
CUST-1246,Female,No,Yes,Yes,12,Yes,No,Fiber optic,No,No internet service,No,No,No,Yes,Month-to-month,Yes,Mailed check,77.57,940.27,No
CUST-1247,Female,No,No,Yes,16,Yes,Yes,Fiber optic,No,No,No,No,No internet service,Yes,Month-to-month,Yes,Electronic check,81.24,1292.72,Yes
CUST-1248,Male,No,Yes,Yes,1,Yes,Yes,DSL,No internet service,No,No,No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,73.16,61.98,No
CUST-1249,Female,No,Yes,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),38.72,167.98,No
CUST-1250,Female,Yes,No,No,2,Yes,No phone service,DSL,Yes,No,No internet service,No,No,No,Month-to-month,Yes,Mailed check,72.83,141.65,No
CUST-1251,Male,No,No,No,19,Yes,No,DSL,No internet service,No,No,No internet service,Yes,No,Month-to-month,Yes,Credit card (automatic),58.13,1128.46,No
CUST-1252,Female,No,No,No,48,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,42.93,2087.69,No
CUST-1253,Female,Yes,Yes,No,12,Yes,Yes,DSL,No,No,No,Yes,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),67.1,841.07,No
CUST-1254,Male,No,No,No,57,Yes,No phone service,Fiber optic,No,No internet service,Yes,Yes,No,Yes,Two year,Yes,Electronic check,65.36,3743.36,Yes
CUST-1255,Male,No,No,No,30,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,69.39,2073.77,Yes
CUST-1256,Male,No,Yes,Yes,4,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),17.8,109.37,Yes
CUST-1257,Male,No,No,No,9,Yes,No,Fiber optic,No,No,Yes,Yes,No internet service,Yes,Month-to-month,Yes,Electronic check,73.97,674.02,Yes
CUST-1258,Female,Yes,No,No,11,Yes,No,DSL,No,Yes,Yes,No,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),48.65,553.19,No
CUST-1259,Female,No,No,Yes,6,No,No phone service,Fiber optic,No internet service,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,85.49,516.88,Yes
CUST-1260,Male,No,Yes,No,15,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),48.17,703.32,No
CUST-1261,Female,No,No,No,12,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,88.59,1088.24,No
CUST-1262,Male,No,No,No,72,Yes,Yes,Fiber optic,No,Yes,No,No internet service,Yes,No,Two year,Yes,Mailed check,82.79,6005.47,No
CUST-1263,Female,No,No,Yes,14,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,68.73,988.58,No
CUST-1264,Female,No,No,No,62,Yes,No,Fiber optic,No,Yes,Yes,Yes,No internet service,No internet service,Two year,Yes,Mailed check,97.71,6100.15,No
CUST-1265,Male,Yes,Yes,No,17,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,One year,Yes,Electronic check,87.77,1476.05,No
CUST-1266,Male,No,Yes,No,15,Yes,No,Fiber optic,No internet service,No,No,No,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),94.74,1417.09,Yes
CUST-1267,Female,No,No,No,18,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.67,371.3,Yes
CUST-1268,Female,No,No,Yes,23,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,47.37,1116.35,No
CUST-1269,Male,No,Yes,No,7,Yes,No,Fiber optic,No,Yes,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),77.97,557.03,Yes
CUST-1270,Male,No,No,Yes,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,41.9,577.88,No
CUST-1271,Female,No,No,No,11,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),37.4,434.55,Yes
CUST-1272,Male,No,Yes,Yes,23,Yes,No,DSL,Yes,No,Yes,Yes,No internet service,No internet service,One year,No,Mailed check,51.61,1206.44,No
CUST-1273,Male,Yes,No,No,44,No,No phone service,DSL,No,No internet service,Yes,No,Yes,Yes,Two year,No,Mailed check,55.48,2447.41,No
CUST-1274,Female,No,Yes,No,31,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),25.33,834.33,No
CUST-1275,Male,Yes,Yes,No,15,Yes,No,DSL,No,No,Yes,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,58.1,905.65,No
CUST-1276,Male,No,Yes,No,41,Yes,No phone service,DSL,Yes,No,Yes,Yes,No internet service,No internet service,Two year,Yes,Credit card (automatic),72.73,3002.59,No
CUST-1277,Female,No,No,Yes,24,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),45.63,1128.74,No
CUST-1278,Male,No,Yes,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.66,232.83,Yes
CUST-1279,Female,No,Yes,No,24,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),74.27,1820.99,No
CUST-1280,Female,No,No,No,1,Yes,No phone service,Fiber optic,No,No,No,No internet service,No,No,Month-to-month,No,Bank transfer (automatic),67.9,117.12,Yes
CUST-1281,Male,No,No,No,26,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),27.65,704.7,No
CUST-1282,Male,No,No,No,22,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),89.6,2009.35,No
CUST-1283,Male,Yes,No,No,18,Yes,Yes,DSL,Yes,No,No internet service,No,No,No,Month-to-month,Yes,Mailed check,62.42,1143.54,No
CUST-1284,Male,No,Yes,Yes,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,47.76,708.49,No
CUST-1285,Male,No,Yes,No,24,Yes,Yes,DSL,No,Yes,Yes,No internet service,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),52.19,1258.65,Yes
CUST-1286,Female,Yes,No,Yes,35,Yes,Yes,DSL,No,No internet service,Yes,No internet service,No,Yes,One year,No,Electronic check,73.63,2611.01,No
CUST-1287,Female,Yes,Yes,No,44,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),95.35,4181.98,No
CUST-1288,Female,No,Yes,No,7,Yes,Yes,Fiber optic,No,Yes,No internet service,No internet service,No,Yes,Month-to-month,Yes,Electronic check,94.83,658.21,Yes
CUST-1289,Male,No,Yes,Yes,49,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Two year,Yes,Electronic check,65.45,3223.45,Yes
CUST-1290,Female,No,No,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,25.19,636.67,No
CUST-1291,Male,No,No,Yes,29,Yes,No,Fiber optic,No internet service,No,No,Yes,No,No,One year,Yes,Electronic check,71.22,2105.21,No
CUST-1292,Male,No,Yes,No,28,Yes,Yes,DSL,Yes,No,Yes,No,No internet service,No,Two year,Yes,Bank transfer (automatic),47.28,1323.19,No
CUST-1293,Male,No,Yes,No,24,Yes,Yes,DSL,Yes,No internet service,Yes,No,Yes,No internet service,Month-to-month,No,Mailed check,70.91,1744.88,Yes
CUST-1294,Male,No,No,No,8,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,73.34,578.38,Yes
CUST-1295,Female,Yes,Yes,Yes,9,Yes,Yes,DSL,No,Yes,Yes,No internet service,Yes,No,Month-to-month,Yes,Electronic check,46.13,397.97,No
CUST-1296,Female,No,Yes,Yes,7,No,No phone service,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Mailed check,87.09,597.56,No
CUST-1297,Female,No,No,No,33,Yes,No,Fiber optic,Yes,Yes,No,No internet service,No internet service,Yes,Two year,No,Electronic check,97.2,3228.76,Yes
CUST-1298,Male,No,Yes,No,12,Yes,No,Fiber optic,No internet service,Yes,Yes,No,No,No,One year,No,Credit card (automatic),96.17,1159.09,No
CUST-1299,Female,No,No,No,6,Yes,No phone service,Fiber optic,No,No,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Credit card (automatic),72.73,437.12,Yes
CUST-1300,Female,No,Yes,No,4,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),64.72,259.21,Yes
CUST-1301,Male,No,No,No,38,Yes,Yes,DSL,No internet service,Yes,Yes,Yes,No,No internet service,Two year,Yes,Credit card (automatic),46.98,1831.9,No
CUST-1302,Female,No,Yes,No,17,Yes,No,DSL,Yes,Yes,Yes,No,No,No internet service,Month-to-month,Yes,Electronic check,64.54,1079.22,No
CUST-1303,Male,No,Yes,No,26,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,44.71,1199.35,No
CUST-1304,Male,No,No,No,32,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),65.27,2097.55,No
CUST-1305,Male,No,Yes,No,7,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,94.3,666.52,No
CUST-1306,Male,No,No,No,14,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),71.57,1029.12,No
CUST-1307,Female,No,Yes,No,11,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,41.53,486.97,Yes
CUST-1308,Female,No,No,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),31.15,522.37,No
CUST-1309,Female,Yes,Yes,Yes,32,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,22.0,701.88,No
CUST-1310,Female,No,No,No,10,Yes,No,Fiber optic,No internet service,No internet service,Yes,No internet service,No,No internet service,Month-to-month,Yes,Credit card (automatic),90.02,927.58,Yes
CUST-1311,Male,No,Yes,No,22,Yes,Yes,DSL,No,Yes,No internet service,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),67.35,1499.98,Yes
CUST-1312,Female,Yes,No,No,56,Yes,No,Fiber optic,No internet service,No internet service,No,Yes,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),71.73,4057.21,No
CUST-1313,Female,No,Yes,No,10,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),82.2,822.68,No
CUST-1314,Female,No,No,No,18,Yes,Yes,Fiber optic,No,Yes,No internet service,Yes,Yes,No internet service,Month-to-month,No,Mailed check,78.73,1442.98,Yes
CUST-1315,Female,No,Yes,No,68,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,21.35,1477.72,No
CUST-1316,Female,No,Yes,Yes,13,Yes,Yes,DSL,No,No,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),43.44,601.48,No
CUST-1317,Male,No,Yes,No,2,Yes,No,Fiber optic,No,Yes,Yes,No internet service,Yes,No,Month-to-month,No,Credit card (automatic),97.32,241.2,No
CUST-1318,Male,No,No,No,9,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,48.21,453.93,Yes
CUST-1319,Male,No,Yes,Yes,33,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Two year,No,Credit card (automatic),59.08,1962.68,No
CUST-1320,Female,No,Yes,No,32,Yes,Yes,Fiber optic,No internet service,No,No,Yes,No internet service,Yes,Two year,Yes,Electronic check,80.56,2624.16,No
CUST-1321,Female,No,No,No,58,Yes,No phone service,Fiber optic,No,No,Yes,No,No,No,Two year,No,Mailed check,90.59,5269.09,Yes
CUST-1322,Female,No,Yes,No,35,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,One year,No,Mailed check,91.31,3213.84,No
CUST-1323,Male,No,No,No,21,Yes,No,DSL,Yes,No,No internet service,No internet service,No internet service,No,Month-to-month,No,Electronic check,43.33,910.64,Yes
CUST-1324,Female,No,Yes,No,10,No,No phone service,DSL,No,No,No internet service,No internet service,No,Yes,Month-to-month,Yes,Electronic check,72.07,759.77,No
CUST-1325,Male,No,No,No,32,Yes,No,Fiber optic,Yes,No internet service,Yes,No,Yes,No,Two year,No,Mailed check,92.67,2952.21,No
CUST-1326,Female,No,No,Yes,62,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),60.56,3785.66,No
CUST-1327,Male,No,Yes,No,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),27.62,1639.26,No
CUST-1328,Female,No,No,No,41,Yes,No,Fiber optic,No internet service,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),98.02,4050.43,No
CUST-1329,Male,No,No,Yes,24,Yes,Yes,Fiber optic,Yes,Yes,No,No,No internet service,Yes,Month-to-month,No,Credit card (automatic),86.04,2109.44,Yes
CUST-1330,Male,No,Yes,No,28,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,One year,Yes,Mailed check,76.39,2177.76,No
CUST-1331,Male,No,Yes,No,24,Yes,No,Fiber optic,No,No internet service,Yes,No,Yes,No,Month-to-month,No,Electronic check,65.59,1623.3,Yes
CUST-1332,Female,No,No,No,21,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),37.02,803.11,No
CUST-1333,Female,No,No,No,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,15.36,378.69,No
CUST-1334,Male,No,No,Yes,20,Yes,No,DSL,Yes,Yes,No,No internet service,No,Yes,One year,No,Mailed check,51.41,1057.2,No
CUST-1335,Male,No,No,Yes,15,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,One year,Yes,Mailed check,93.72,1452.68,Yes
CUST-1336,Male,Yes,No,Yes,32,Yes,No phone service,DSL,No internet service,No,No internet service,No,Yes,Yes,One year,Yes,Credit card (automatic),70.18,2283.54,Yes
CUST-1337,Female,No,No,No,24,Yes,Yes,Fiber optic,No internet service,No internet service,No,No internet service,No,Yes,One year,Yes,Mailed check,85.88,2102.06,No
CUST-1338,Female,No,No,No,11,Yes,Yes,DSL,Yes,Yes,No internet service,No,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),71.05,767.44,Yes
CUST-1339,Female,No,Yes,No,7,Yes,No phone service,Fiber optic,No internet service,Yes,No,No,No internet service,No,Month-to-month,Yes,Mailed check,87.56,649.78,Yes
CUST-1340,Male,No,Yes,Yes,2,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),48.75,89.89,No
CUST-1341,Female,No,Yes,No,18,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),86.98,1546.96,Yes
CUST-1342,Female,Yes,No,No,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,44.77,1806.92,No
CUST-1343,Female,Yes,Yes,No,41,No,No phone service,DSL,Yes,Yes,No internet service,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),45.35,1869.77,No
CUST-1344,Male,No,No,No,22,Yes,No,DSL,No internet service,No,Yes,No,No internet service,Yes,Month-to-month,Yes,Electronic check,74.0,1654.87,Yes
CUST-1345,Male,No,No,Yes,10,Yes,No,Fiber optic,No internet service,No internet service,No,No,Yes,No internet service,Month-to-month,Yes,Electronic check,78.44,767.21,No
CUST-1346,Male,No,Yes,No,4,No,No phone service,Fiber optic,No internet service,No,No,No internet service,Yes,No,Month-to-month,No,Electronic check,70.32,278.74,Yes
CUST-1347,Female,Yes,No,No,20,Yes,No phone service,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Credit card (automatic),90.82,1814.59,No
CUST-1348,Female,No,No,Yes,14,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,77.98,1101.78,No
CUST-1349,Male,No,Yes,Yes,48,Yes,Yes,Fiber optic,No,No internet service,No internet service,Yes,No,No internet service,One year,Yes,Electronic check,99.72,4815.37,No
CUST-1350,Female,No,No,No,45,No,No phone service,Fiber optic,No internet service,No internet service,Yes,Yes,No internet service,No internet service,Two year,Yes,Electronic check,67.91,3042.8,No
CUST-1351,Female,No,Yes,Yes,45,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),27.32,1236.01,No
CUST-1352,Male,No,Yes,No,10,Yes,Yes,Fiber optic,No,No internet service,No,No,No,Yes,Month-to-month,Yes,Electronic check,90.03,913.84,Yes
CUST-1353,Male,No,No,No,41,Yes,No,Fiber optic,No,No internet service,No,No internet service,No internet service,No internet service,One year,Yes,Electronic check,79.13,3278.48,No
CUST-1354,Female,No,Yes,No,24,No,No phone service,Fiber optic,No internet service,No internet service,Yes,No,No,No internet service,Month-to-month,Yes,Mailed check,69.04,1672.37,No
CUST-1355,Male,Yes,No,No,5,Yes,No phone service,DSL,No internet service,No,No,Yes,No internet service,No,Month-to-month,No,Credit card (automatic),60.28,325.95,Yes
CUST-1356,Male,No,Yes,No,35,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,32.39,1152.97,Yes
CUST-1357,Female,No,Yes,No,23,Yes,No,Fiber optic,No internet service,Yes,No internet service,No internet service,No internet service,Yes,Month-to-month,Yes,Electronic check,71.46,1691.9,Yes
CUST-1358,Male,No,No,No,11,Yes,Yes,DSL,No,No,No internet service,No internet service,No internet service,No,Month-to-month,No,Mailed check,54.82,642.65,No
CUST-1359,Male,Yes,Yes,No,21,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,98.07,2078.24,Yes
CUST-1360,Female,Yes,No,No,46,Yes,No phone service,DSL,No internet service,Yes,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),69.96,3267.45,No
CUST-1361,Male,Yes,Yes,No,11,Yes,No,DSL,No internet service,Yes,No,No internet service,No,Yes,Month-to-month,Yes,Bank transfer (automatic),72.92,828.58,Yes
CUST-1362,Female,No,No,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),48.03,402.26,Yes
CUST-1363,Female,Yes,Yes,No,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,26.37,1540.08,No
CUST-1364,Male,No,No,Yes,44,Yes,No,DSL,No,No,No,No,Yes,No,One year,Yes,Credit card (automatic),43.08,1913.75,No
CUST-1365,Male,No,No,No,14,Yes,No,Fiber optic,No,Yes,Yes,No internet service,No,Yes,Month-to-month,Yes,Credit card (automatic),91.79,1294.36,No
CUST-1366,Female,No,Yes,No,41,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),28.81,1163.83,No
CUST-1367,Female,No,Yes,No,9,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),21.23,226.6,No
CUST-1368,Male,Yes,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,36.22,276.72,Yes
CUST-1369,Female,Yes,Yes,No,29,Yes,Yes,Fiber optic,No internet service,Yes,No,Yes,No internet service,Yes,Two year,No,Mailed check,99.14,2911.45,No
CUST-1370,Male,No,No,No,2,Yes,No,Fiber optic,No internet service,No,Yes,No internet service,No,No,Month-to-month,Yes,Credit card (automatic),83.18,146.91,Yes
CUST-1371,Male,No,Yes,No,2,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),63.81,152.78,Yes
CUST-1372,Male,No,Yes,No,44,Yes,Yes,Fiber optic,Yes,No,Yes,No internet service,Yes,No,Two year,No,Credit card (automatic),74.46,3311.16,No
CUST-1373,Female,No,Yes,Yes,15,No,No phone service,DSL,No internet service,No internet service,No,Yes,No,No internet service,Month-to-month,Yes,Mailed check,57.03,866.15,No
CUST-1374,Male,Yes,Yes,Yes,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),34.81,669.42,No
CUST-1375,Male,No,Yes,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,40.98,58.98,Yes
CUST-1376,Male,Yes,Yes,No,26,Yes,No,DSL,No,No,No internet service,No,Yes,No,Two year,Yes,Electronic check,45.47,1226.8,No
CUST-1377,Female,No,Yes,No,15,Yes,No phone service,Fiber optic,Yes,No,No,Yes,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),89.06,1383.34,No
CUST-1378,Female,No,Yes,Yes,72,Yes,Yes,Fiber optic,No,No,No internet service,No,No,No internet service,Two year,Yes,Credit card (automatic),66.1,4765.3,No
CUST-1379,Male,No,No,No,21,Yes,No,Fiber optic,No internet service,No,No,No internet service,Yes,No,Month-to-month,No,Electronic check,94.1,1993.18,Yes
CUST-1380,Female,No,No,No,43,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No internet service,Two year,Yes,Mailed check,75.99,3289.15,No
CUST-1381,Female,No,Yes,No,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),29.43,631.92,No
CUST-1382,Male,No,No,Yes,40,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,No,Yes,No,Two year,Yes,Mailed check,70.46,2811.14,No
