Call ID,Agent,Date,Time,Topic,Answered (Y/N),Resolved (Y/N),Speed of Answer (seconds),Satisfaction Rating
C0878,Jim,2021-02-05,16:11:00,Streaming,Y,Y,134,5
C0879,Martha,2021-02-10,15:55:00,Admin Support,Y,N,103,4
C0880,Greg,2021-01-18,12:36:00,Admin Support,Y,N,143,4
C0881,Diane,2021-01-12,12:07:00,Admin Support,Y,Y,159,5
C0882,Jim,2021-01-28,11:11:00,Admin Support,Y,Y,114,3
C0883,Dan,2021-03-10,13:07:00,Payment related,Y,Y,73,5
C0884,Jim,2021-03-02,16:52:00,Technical Support,Y,Y,165,1
C0885,Diane,2021-02-02,15:19:00,Admin Support,Y,Y,41,4
C0886,Greg,2021-02-19,09:25:00,Payment related,N,N,,
C0887,Joe,2021-01-12,19:48:00,Admin Support,Y,Y,51,5
C0888,Stewart,2021-01-05,12:05:00,Admin Support,N,N,,
C0889,Greg,2021-02-22,19:21:00,Contract related,Y,N,35,5
C0890,Jim,2021-01-09,13:38:00,Streaming,Y,Y,93,4
C0891,Greg,2021-03-24,16:40:00,Payment related,Y,Y,10,4
C0892,Sarah,2021-03-15,10:10:00,Payment related,Y,Y,176,5
C0893,Greg,2021-02-27,14:47:00,Technical Support,Y,Y,161,5
C0894,Jim,2021-01-11,14:11:00,Contract related,Y,Y,156,3
C0895,Stewart,2021-03-24,15:14:00,Technical Support,N,N,,
C0896,Martha,2021-02-03,16:10:00,Payment related,Y,Y,163,3
C0897,Stewart,2021-01-22,19:07:00,Streaming,Y,Y,126,5
C0898,Greg,2021-01-29,16:12:00,Payment related,N,N,,
C0899,Diane,2021-03-05,13:27:00,Payment related,N,N,,
C0900,Diane,2021-03-28,12:11:00,Contract related,Y,Y,84,5
C0901,Dan,2021-02-27,19:23:00,Payment related,Y,Y,31,1
C0902,Martha,2021-03-30,13:13:00,Contract related,Y,Y,162,3
C0903,Jim,2021-01-08,10:59:00,Streaming,Y,N,165,5
C0904,Jim,2021-02-02,14:24:00,Contract related,Y,Y,104,3
C0905,Joe,2021-01-23,12:32:00,Contract related,Y,Y,129,3
C0906,Greg,2021-02-25,11:07:00,Payment related,Y,N,137,5
C0907,Sarah,2021-02-25,12:56:00,Technical Support,Y,N,77,4
C0908,Stewart,2021-02-10,17:31:00,Streaming,Y,Y,178,4
C0909,Sarah,2021-01-25,11:14:00,Streaming,Y,Y,51,5
C0910,Stewart,2021-03-05,10:22:00,Admin Support,N,N,,
C0911,Martha,2021-03-05,11:46:00,Payment related,N,N,,
C0912,Diane,2021-01-12,12:18:00,Contract related,Y,Y,140,5
C0913,Martha,2021-01-01,14:36:00,Payment related,Y,N,73,5
C0914,Dan,2021-01-04,12:43:00,Streaming,Y,Y,37,5
C0915,Jim,2021-01-11,14:45:00,Payment related,Y,Y,78,4
C0916,Jim,2021-01-06,16:28:00,Payment related,Y,N,155,2
C0917,Greg,2021-02-11,17:47:00,Technical Support,Y,N,107,2
C0918,Sarah,2021-01-31,20:55:00,Payment related,Y,Y,63,3
C0919,Greg,2021-03-24,17:41:00,Contract related,Y,Y,120,5
C0920,Diane,2021-01-17,13:06:00,Admin Support,N,N,,
C0921,Joe,2021-02-27,18:30:00,Contract related,Y,Y,33,5
C0922,Dan,2021-01-24,14:27:00,Admin Support,Y,Y,128,4
C0923,Stewart,2021-03-09,15:33:00,Payment related,Y,Y,30,5
C0924,Diane,2021-01-20,20:43:00,Contract related,N,N,,
C0925,Sarah,2021-02-24,13:03:00,Admin Support,Y,N,141,2
C0926,Jim,2021-01-13,14:46:00,Streaming,Y,Y,75,4
C0927,Greg,2021-03-26,14:50:00,Payment related,Y,Y,31,4
C0928,Dan,2021-03-17,16:48:00,Technical Support,Y,Y,77,4
C0929,Jim,2021-01-24,10:38:00,Admin Support,Y,Y,121,4
C0930,Stewart,2021-01-15,09:41:00,Payment related,Y,Y,178,5
C0931,Martha,2021-03-21,17:39:00,Technical Support,Y,Y,111,5
C0932,Diane,2021-01-18,09:07:00,Streaming,N,N,,
C0933,Diane,2021-01-27,14:09:00,Streaming,Y,Y,170,5
C0934,Stewart,2021-02-08,17:09:00,Admin Support,Y,Y,52,5
C0935,Sarah,2021-03-02,09:28:00,Streaming,Y,Y,155,5
C0936,Sarah,2021-02-12,09:40:00,Admin Support,N,N,,
C0937,Stewart,2021-03-05,17:38:00,Contract related,Y,N,19,4
C0938,Jim,2021-03-17,16:59:00,Contract related,Y,N,134,3
C0939,Stewart,2021-01-03,14:20:00,Streaming,Y,Y,175,4
C0940,Diane,2021-03-05,15:41:00,Admin Support,Y,Y,15,3
C0941,Stewart,2021-02-14,14:32:00,Technical Support,Y,N,96,5
C0942,Joe,2021-02-07,16:24:00,Admin Support,N,N,,
C0943,Diane,2021-01-21,15:18:00,Technical Support,Y,Y,133,2
C0944,Jim,2021-03-19,14:50:00,Streaming,Y,N,87,3
C0945,Martha,2021-02-15,18:22:00,Payment related,Y,Y,138,1
C0946,Joe,2021-02-25,11:14:00,Streaming,Y,Y,76,5
C0947,Martha,2021-03-13,12:09:00,Streaming,N,N,,
C0948,Martha,2021-02-26,17:53:00,Contract related,Y,N,166,4
C0949,Greg,2021-01-06,14:10:00,Admin Support,Y,N,102,3
C0950,Martha,2021-03-06,14:55:00,Technical Support,Y,Y,95,5
C0951,Dan,2021-02-26,20:49:00,Streaming,Y,Y,131,4
C0952,Sarah,2021-02-04,13:48:00,Technical Support,Y,Y,72,3
C0953,Stewart,2021-01-18,17:26:00,Contract related,N,N,,
C0954,Martha,2021-03-29,13:01:00,Payment related,Y,N,142,5
C0955,Dan,2021-02-10,13:49:00,Contract related,Y,Y,19,4
C0956,Greg,2021-01-08,20:45:00,Payment related,Y,N,85,4
C0957,Dan,2021-02-14,09:17:00,Admin Support,N,N,,
C0958,Joe,2021-02-27,16:56:00,Admin Support,Y,N,176,4
C0959,Greg,2021-01-26,18:05:00,Technical Support,Y,Y,42,4
C0960,Greg,2021-01-12,14:19:00,Technical Support,Y,N,50,1
C0961,Joe,2021-02-08,16:32:00,Streaming,Y,Y,105,3
C0962,Diane,2021-01-07,17:07:00,Contract related,Y,Y,11,4
C0963,Greg,2021-03-14,16:40:00,Contract related,Y,N,69,4
C0964,Diane,2021-03-28,11:24:00,Payment related,Y,Y,93,4
C0965,Dan,2021-02-28,11:45:00,Admin Support,Y,Y,33,2
C0966,Sarah,2021-01-28,14:23:00,Payment related,Y,Y,153,4
C0967,Stewart,2021-03-16,14:27:00,Admin Support,N,N,,
C0968,Martha,2021-01-21,11:08:00,Technical Support,Y,Y,141,5
C0969,Sarah,2021-02-28,14:47:00,Streaming,Y,Y,40,4
C0970,Joe,2021-01-16,13:18:00,Payment related,Y,Y,105,4
C0971,Greg,2021-02-07,14:50:00,Payment related,Y,N,117,1
C0972,Jim,2021-01-28,12:47:00,Admin Support,Y,Y,99,2
C0973,Dan,2021-03-03,15:36:00,Technical Support,Y,Y,106,4
C0974,Sarah,2021-03-06,15:48:00,Admin Support,Y,Y,93,2
C0975,Martha,2021-01-30,19:21:00,Technical Support,Y,N,123,5
C0976,Martha,2021-01-04,15:50:00,Technical Support,Y,Y,175,2
C0977,Jim,2021-03-21,15:48:00,Streaming,Y,Y,58,5
C0978,Greg,2021-03-26,19:11:00,Technical Support,N,N,,
C0979,Stewart,2021-02-01,18:53:00,Streaming,N,N,,
C0980,Dan,2021-03-10,15:25:00,Admin Support,Y,Y,15,4
C0981,Greg,2021-01-04,18:20:00,Technical Support,Y,Y,35,4
C0982,Joe,2021-01-24,12:05:00,Technical Support,Y,N,53,2
C0983,Greg,2021-01-04,16:19:00,Admin Support,Y,Y,115,5
C0984,Sarah,2021-01-16,10:15:00,Streaming,Y,Y,136,4
C0985,Diane,2021-02-04,10:29:00,Streaming,Y,Y,17,4
C0986,Dan,2021-02-04,15:37:00,Payment related,Y,Y,152,4
C0987,Diane,2021-03-14,13:05:00,Technical Support,N,N,,
C0988,Stewart,2021-02-17,15:10:00,Streaming,Y,Y,118,5
C0989,Stewart,2021-01-01,17:53:00,Payment related,Y,Y,52,1
C0990,Greg,2021-03-18,12:43:00,Streaming,Y,Y,171,3
C0991,Greg,2021-01-21,17:36:00,Admin Support,Y,Y,41,5
C0992,Stewart,2021-01-27,15:51:00,Payment related,Y,Y,97,4
C0993,Dan,2021-02-01,16:20:00,Streaming,Y,Y,163,4
C0994,Stewart,2021-03-19,14:57:00,Admin Support,Y,Y,152,5
C0995,Stewart,2021-03-10,10:56:00,Streaming,Y,Y,17,5
C0996,Joe,2021-02-15,20:24:00,Admin Support,N,N,,
C0997,Diane,2021-01-23,18:51:00,Admin Support,Y,Y,128,4
C0998,Greg,2021-01-02,12:01:00,Technical Support,Y,Y,101,3
C0999,Diane,2021-01-30,20:23:00,Admin Support,Y,Y,165,3
C1000,Dan,2021-01-15,18:36:00,Streaming,Y,Y,59,4
C1001,Greg,2021-03-17,11:04:00,Technical Support,Y,N,68,5
C1002,Jim,2021-03-28,09:44:00,Admin Support,Y,Y,153,5
C1003,Sarah,2021-03-24,16:41:00,Payment related,Y,N,120,5
C1004,Diane,2021-01-16,16:29:00,Streaming,Y,Y,21,5
C1005,Jim,2021-02-05,19:34:00,Technical Support,Y,Y,59,4
C1006,Diane,2021-03-30,14:04:00,Technical Support,N,N,,
C1007,Joe,2021-02-12,13:40:00,Payment related,Y,Y,120,5
C1008,Jim,2021-02-01,11:15:00,Payment related,N,N,,
C1009,Martha,2021-03-08,17:04:00,Streaming,Y,Y,34,4
C1010,Jim,2021-01-08,19:24:00,Admin Support,Y,N,26,5
C1011,Greg,2021-01-08,13:40:00,Admin Support,Y,Y,24,4
C1012,Stewart,2021-02-21,10:48:00,Admin Support,Y,N,178,4
C1013,Jim,2021-03-01,17:56:00,Admin Support,Y,Y,176,5
C1014,Diane,2021-03-08,13:12:00,Contract related,Y,Y,27,4
C1015,Diane,2021-01-17,15:16:00,Technical Support,Y,Y,168,4
C1016,Greg,2021-01-06,10:19:00,Contract related,Y,Y,176,5
C1017,Jim,2021-03-11,17:09:00,Contract related,Y,Y,84,4
C1018,Sarah,2021-03-17,16:09:00,Payment related,Y,Y,153,5
C1019,Martha,2021-01-26,20:40:00,Payment related,N,N,,
C1020,Joe,2021-01-25,16:44:00,Contract related,Y,Y,94,5
C1021,Jim,2021-02-08,14:10:00,Technical Support,Y,N,20,4
C1022,Sarah,2021-03-30,12:39:00,Technical Support,Y,Y,94,5
C1023,Dan,2021-02-21,12:00:00,Payment related,Y,Y,17,4
C1024,Joe,2021-02-26,12:37:00,Streaming,N,N,,
C1025,Diane,2021-01-04,12:18:00,Technical Support,Y,N,54,4
C1026,Martha,2021-01-26,09:53:00,Payment related,Y,Y,45,4
C1027,Sarah,2021-01-27,13:15:00,Streaming,Y,Y,53,5
C1028,Joe,2021-01-16,11:59:00,Payment related,Y,Y,146,4
C1029,Greg,2021-03-18,14:40:00,Technical Support,Y,Y,167,4
C1030,Stewart,2021-02-11,12:40:00,Technical Support,Y,N,140,5
C1031,Joe,2021-01-11,17:50:00,Admin Support,Y,Y,140,4
C1032,Stewart,2021-03-08,14:20:00,Admin Support,Y,Y,133,5
C1033,Jim,2021-02-04,15:40:00,Technical Support,N,N,,
C1034,Sarah,2021-01-29,19:28:00,Technical Support,N,N,,
C1035,Martha,2021-02-09,14:24:00,Technical Support,Y,N,105,3
C1036,Joe,2021-01-11,13:33:00,Admin Support,Y,Y,129,4
C1037,Dan,2021-02-27,14:26:00,Admin Support,Y,Y,79,4
C1038,Martha,2021-01-30,12:04:00,Payment related,Y,Y,138,4
C1039,Joe,2021-01-30,11:04:00,Payment related,Y,Y,95,3
C1040,Greg,2021-02-08,17:49:00,Streaming,Y,Y,164,5
C1041,Jim,2021-02-08,12:22:00,Admin Support,Y,Y,113,5
C1042,Sarah,2021-03-25,14:48:00,Technical Support,N,N,,
C1043,Stewart,2021-01-30,16:13:00,Payment related,Y,Y,151,5
C1044,Stewart,2021-01-11,13:12:00,Contract related,Y,N,116,3
C1045,Greg,2021-01-04,13:36:00,Streaming,N,N,,
C1046,Sarah,2021-03-05,17:53:00,Contract related,Y,Y,118,5
C1047,Joe,2021-02-08,13:01:00,Contract related,Y,Y,45,3
C1048,Sarah,2021-03-22,17:58:00,Streaming,Y,N,107,3
C1049,Greg,2021-03-10,13:30:00,Streaming,Y,Y,125,4
C1050,Dan,2021-01-22,11:35:00,Technical Support,Y,N,164,4
C1051,Stewart,2021-01-09,19:24:00,Streaming,Y,Y,178,4
C1052,Martha,2021-02-17,14:10:00,Technical Support,Y,N,110,3
C1053,Diane,2021-03-10,14:47:00,Payment related,Y,N,62,2
C1054,Stewart,2021-02-25,17:42:00,Payment related,Y,Y,89,4
C1055,Joe,2021-01-26,09:09:00,Contract related,Y,N,164,5
C1056,Stewart,2021-03-04,14:36:00,Payment related,Y,Y,175,5
C1057,Dan,2021-03-31,18:50:00,Contract related,Y,Y,54,4
C1058,Jim,2021-02-25,14:58:00,Technical Support,Y,Y,34,4
C1059,Diane,2021-01-21,12:40:00,Admin Support,Y,Y,27,5
C1060,Joe,2021-02-22,20:35:00,Admin Support,Y,Y,36,4
C1061,Stewart,2021-02-27,11:13:00,Admin Support,Y,Y,28,4
C1062,Dan,2021-02-13,17:54:00,Payment related,Y,Y,74,2
C1063,Stewart,2021-03-27,17:31:00,Technical Support,Y,Y,178,3
C1064,Greg,2021-03-02,18:53:00,Streaming,Y,N,165,2
C1065,Joe,2021-03-10,17:10:00,Technical Support,Y,N,79,3
C1066,Martha,2021-01-28,16:57:00,Admin Support,Y,Y,22,5
C1067,Diane,2021-03-30,13:03:00,Payment related,Y,Y,106,5
C1068,Martha,2021-01-31,12:01:00,Technical Support,Y,N,96,5
C1069,Martha,2021-01-13,17:53:00,Payment related,Y,Y,21,4
C1070,Martha,2021-02-11,15:12:00,Technical Support,Y,N,111,5
C1071,Diane,2021-01-28,11:20:00,Admin Support,Y,Y,90,1
C1072,Diane,2021-01-29,10:52:00,Admin Support,Y,Y,21,2
C1073,Martha,2021-02-08,17:31:00,Contract related,N,N,,
C1074,Dan,2021-03-14,11:06:00,Payment related,Y,N,109,4
C1075,Joe,2021-01-23,15:56:00,Streaming,Y,N,180,4
C1076,Jim,2021-03-19,19:28:00,Technical Support,Y,Y,69,4
C1077,Martha,2021-01-03,15:57:00,Streaming,Y,Y,119,5
C1078,Stewart,2021-01-18,13:18:00,Payment related,Y,Y,174,1
C1079,Greg,2021-01-18,12:41:00,Streaming,Y,Y,116,4
C1080,Diane,2021-01-30,18:21:00,Technical Support,Y,Y,23,5
C1081,Stewart,2021-03-19,18:33:00,Streaming,Y,Y,11,2
C1082,Dan,2021-01-25,10:09:00,Streaming,N,N,,
C1083,Stewart,2021-01-23,15:53:00,Payment related,Y,Y,139,2
C1084,Stewart,2021-01-22,16:15:00,Technical Support,Y,Y,87,4
C1085,Stewart,2021-02-04,18:30:00,Admin Support,Y,N,111,4
C1086,Sarah,2021-02-24,14:47:00,Admin Support,Y,Y,133,1
C1087,Greg,2021-01-11,17:58:00,Admin Support,Y,Y,151,5
C1088,Stewart,2021-03-01,13:18:00,Technical Support,Y,Y,28,4
C1089,Sarah,2021-01-20,19:00:00,Admin Support,Y,Y,105,4
C1090,Martha,2021-02-17,13:19:00,Admin Support,Y,Y,114,5
C1091,Stewart,2021-03-14,11:48:00,Payment related,Y,Y,99,4
C1092,Diane,2021-03-31,10:24:00,Technical Support,N,N,,
C1093,Dan,2021-03-03,09:52:00,Payment related,Y,Y,17,5
C1094,Dan,2021-03-19,14:43:00,Streaming,Y,Y,158,5
C1095,Martha,2021-01-15,17:41:00,Contract related,Y,Y,160,5
C1096,Greg,2021-01-25,18:10:00,Payment related,N,N,,
C1097,Greg,2021-03-06,20:42:00,Admin Support,N,N,,
C1098,Diane,2021-01-12,11:36:00,Admin Support,Y,Y,46,3
C1099,Jim,2021-03-31,13:10:00,Streaming,N,N,,
C1100,Joe,2021-01-09,17:26:00,Technical Support,Y,Y,120,3
C1101,Dan,2021-01-18,12:11:00,Technical Support,Y,Y,155,5
C1102,Martha,2021-01-08,17:51:00,Technical Support,Y,Y,114,4
C1103,Stewart,2021-01-11,13:24:00,Admin Support,Y,Y,17,4
C1104,Jim,2021-03-28,17:00:00,Streaming,Y,N,11,4
C1105,Stewart,2021-01-28,14:00:00,Payment related,Y,Y,78,5
C1106,Joe,2021-03-19,14:23:00,Admin Support,Y,Y,90,5
C1107,Martha,2021-02-18,15:22:00,Streaming,N,N,,
C1108,Martha,2021-02-28,18:25:00,Contract related,Y,N,45,1
C1109,Joe,2021-02-05,19:48:00,Admin Support,N,N,,
C1110,Joe,2021-03-21,16:55:00,Streaming,Y,Y,58,1
C1111,Joe,2021-03-23,13:02:00,Admin Support,N,N,,
C1112,Stewart,2021-01-30,15:25:00,Streaming,Y,N,99,4
C1113,Jim,2021-02-19,13:12:00,Technical Support,Y,N,156,5
C1114,Stewart,2021-03-05,17:19:00,Technical Support,N,N,,
C1115,Martha,2021-02-27,20:30:00,Streaming,Y,Y,64,3
C1116,Diane,2021-02-25,20:01:00,Payment related,Y,N,108,5
C1117,Stewart,2021-03-27,14:57:00,Streaming,Y,Y,146,4
C1118,Martha,2021-03-30,13:14:00,Payment related,N,N,,
C1119,Sarah,2021-02-18,19:47:00,Technical Support,Y,Y,174,5
C1120,Martha,2021-01-29,12:18:00,Contract related,Y,Y,161,5
C1121,Jim,2021-02-17,11:20:00,Payment related,N,N,,
C1122,Sarah,2021-01-08,15:12:00,Payment related,N,N,,
C1123,Martha,2021-02-16,17:59:00,Admin Support,Y,Y,164,4
C1124,Stewart,2021-01-02,15:29:00,Admin Support,Y,N,85,5
C1125,Greg,2021-01-19,15:09:00,Contract related,Y,N,18,4
C1126,Sarah,2021-03-30,11:54:00,Streaming,Y,Y,65,4
C1127,Jim,2021-02-12,11:45:00,Technical Support,Y,N,67,5
C1128,Dan,2021-03-04,16:19:00,Streaming,N,N,,
C1129,Greg,2021-03-12,13:27:00,Payment related,Y,N,110,4
C1130,Sarah,2021-03-31,19:44:00,Streaming,N,N,,
C1131,Dan,2021-01-17,13:50:00,Contract related,Y,N,87,4
C1132,Diane,2021-01-18,14:30:00,Streaming,Y,Y,65,5
C1133,Sarah,2021-02-16,16:36:00,Technical Support,Y,N,47,4
C1134,Sarah,2021-01-08,10:30:00,Technical Support,Y,Y,141,4
C1135,Dan,2021-03-22,16:15:00,Admin Support,Y,Y,135,4
C1136,Stewart,2021-03-30,20:42:00,Payment related,Y,N,176,4
C1137,Stewart,2021-01-02,11:05:00,Payment related,Y,Y,140,3
C1138,Greg,2021-03-30,17:50:00,Contract related,Y,Y,175,5
C1139,Jim,2021-01-17,11:04:00,Admin Support,Y,N,147,3
C1140,Stewart,2021-03-13,17:50:00,Streaming,N,N,,
C1141,Diane,2021-03-08,18:34:00,Streaming,Y,N,41,5
C1142,Dan,2021-01-24,18:44:00,Contract related,Y,Y,90,2
C1143,Martha,2021-01-27,16:05:00,Contract related,Y,N,18,2
C1144,Greg,2021-02-08,13:34:00,Streaming,Y,N,178,1
C1145,Joe,2021-03-08,19:18:00,Contract related,Y,Y,157,4
C1146,Diane,2021-02-15,15:32:00,Technical Support,Y,Y,21,3
C1147,Diane,2021-02-08,18:13:00,Contract related,N,N,,
C1148,Dan,2021-02-15,12:46:00,Admin Support,Y,Y,75,3
C1149,Martha,2021-02-28,10:16:00,Payment related,Y,N,46,4
C1150,Dan,2021-03-23,16:12:00,Admin Support,Y,Y,175,5
C1151,Greg,2021-01-20,13:50:00,Streaming,Y,Y,164,3
C1152,Joe,2021-03-10,11:35:00,Payment related,Y,Y,32,4
C1153,Martha,2021-01-19,18:14:00,Streaming,Y,Y,66,4
C1154,Joe,2021-01-23,14:56:00,Contract related,Y,N,135,2
C1155,Sarah,2021-02-06,15:38:00,Technical Support,Y,Y,91,5
C1156,Sarah,2021-02-14,17:43:00,Admin Support,N,N,,
C1157,Sarah,2021-03-17,11:00:00,Contract related,Y,Y,178,2
C1158,Sarah,2021-02-04,10:46:00,Admin Support,Y,Y,73,4
C1159,Diane,2021-01-24,14:22:00,Payment related,Y,Y,80,5
C1160,Martha,2021-03-23,18:19:00,Technical Support,Y,Y,33,4
C1161,Jim,2021-01-12,11:03:00,Admin Support,Y,Y,136,5
C1162,Sarah,2021-03-28,14:46:00,Streaming,Y,Y,146,5
C1163,Diane,2021-03-20,12:53:00,Contract related,Y,Y,146,5
C1164,Dan,2021-03-29,15:38:00,Streaming,Y,Y,144,5
C1165,Joe,2021-02-16,18:32:00,Streaming,Y,Y,136,4
C1166,Martha,2021-02-13,19:15:00,Payment related,N,N,,
C1167,Greg,2021-02-08,14:16:00,Contract related,Y,N,155,4
C1168,Stewart,2021-01-05,19:57:00,Payment related,Y,Y,101,1
C1169,Martha,2021-02-08,13:00:00,Admin Support,Y,Y,112,4
C1170,Jim,2021-03-04,12:33:00,Technical Support,Y,Y,41,5
C1171,Greg,2021-03-26,12:30:00,Streaming,Y,Y,119,5
C1172,Diane,2021-02-26,16:28:00,Streaming,Y,Y,121,1
C1173,Diane,2021-01-25,12:08:00,Admin Support,Y,N,18,3
C1174,Sarah,2021-03-27,20:07:00,Contract related,Y,Y,42,4
C1175,Diane,2021-02-19,11:06:00,Streaming,Y,Y,98,4
C1176,Jim,2021-03-28,18:27:00,Admin Support,N,N,,
C1177,Dan,2021-03-03,13:31:00,Technical Support,Y,Y,168,3
C1178,Diane,2021-02-05,17:55:00,Admin Support,Y,Y,180,5
C1179,Dan,2021-01-14,16:32:00,Technical Support,Y,Y,161,4
C1180,Diane,2021-01-16,11:02:00,Streaming,Y,Y,47,4
C1181,Sarah,2021-01-07,13:33:00,Admin Support,Y,Y,69,3
C1182,Joe,2021-01-08,14:41:00,Admin Support,Y,Y,103,4
C1183,Diane,2021-02-01,13:03:00,Payment related,Y,Y,179,5
C1184,Greg,2021-03-02,12:38:00,Streaming,Y,Y,135,4
C1185,Joe,2021-01-13,16:43:00,Contract related,Y,N,94,4
C1186,Martha,2021-03-09,15:15:00,Technical Support,Y,Y,108,2
C1187,Diane,2021-03-22,17:07:00,Admin Support,Y,N,177,5
C1188,Diane,2021-01-13,10:34:00,Contract related,Y,Y,131,5
C1189,Joe,2021-01-20,10:12:00,Admin Support,Y,Y,153,5
C1190,Jim,2021-03-22,16:58:00,Technical Support,Y,Y,144,5
C1191,Diane,2021-03-18,12:08:00,Admin Support,Y,N,25,5
C1192,Sarah,2021-03-05,16:55:00,Contract related,Y,Y,122,5
C1193,Jim,2021-02-19,13:17:00,Contract related,Y,Y,156,3
C1194,Greg,2021-02-28,14:46:00,Contract related,Y,Y,66,4
C1195,Greg,2021-01-16,11:02:00,Technical Support,Y,Y,173,3
C1196,Jim,2021-02-04,18:03:00,Payment related,Y,Y,63,4
C1197,Dan,2021-03-22,15:23:00,Admin Support,Y,N,150,3
C1198,Greg,2021-03-20,13:03:00,Technical Support,Y,Y,101,3
C1199,Sarah,2021-02-02,20:34:00,Payment related,Y,N,159,2
C1200,Sarah,2021-03-22,15:35:00,Technical Support,Y,Y,93,3
C1201,Dan,2021-02-27,12:46:00,Admin Support,Y,Y,132,2
C1202,Jim,2021-01-24,17:11:00,Payment related,Y,Y,56,4
C1203,Sarah,2021-01-21,18:52:00,Technical Support,Y,Y,27,3
C1204,Sarah,2021-02-28,19:25:00,Admin Support,Y,Y,13,4
C1205,Martha,2021-01-03,11:00:00,Payment related,Y,Y,21,3
C1206,Joe,2021-01-19,19:38:00,Streaming,Y,N,37,4
C1207,Stewart,2021-01-26,11:48:00,Technical Support,Y,Y,51,4
C1208,Martha,2021-02-01,10:44:00,Contract related,Y,Y,15,5
C1209,Dan,2021-02-07,11:56:00,Streaming,N,N,,
C1210,Sarah,2021-01-29,09:27:00,Streaming,Y,Y,83,3
C1211,Joe,2021-03-04,11:07:00,Streaming,Y,N,82,4
C1212,Joe,2021-02-16,19:58:00,Contract related,Y,Y,48,3
C1213,Greg,2021-01-24,16:09:00,Contract related,N,N,,
C1214,Martha,2021-02-06,13:06:00,Streaming,Y,Y,104,5
C1215,Martha,2021-01-20,17:09:00,Contract related,Y,Y,132,5
C1216,Sarah,2021-02-24,20:17:00,Payment related,Y,Y,42,3
C1217,Diane,2021-02-10,14:30:00,Admin Support,Y,Y,172,4
C1218,Sarah,2021-02-23,15:34:00,Contract related,Y,Y,68,4
C1219,Diane,2021-03-15,17:51:00,Streaming,Y,Y,70,4
C1220,Jim,2021-02-16,15:08:00,Payment related,N,N,,
C1221,Sarah,2021-02-16,18:55:00,Technical Support,Y,Y,127,3
C1222,Jim,2021-01-27,18:03:00,Admin Support,Y,Y,46,4
C1223,Jim,2021-02-17,10:06:00,Technical Support,Y,Y,162,5
C1224,Dan,2021-02-16,11:15:00,Admin Support,Y,Y,116,3
C1225,Stewart,2021-01-18,17:44:00,Admin Support,N,N,,
C1226,Jim,2021-02-13,14:41:00,Contract related,Y,Y,49,2
C1227,Greg,2021-01-23,14:00:00,Contract related,Y,Y,126,4
C1228,Dan,2021-03-06,13:14:00,Technical Support,Y,Y,33,4
C1229,Martha,2021-02-21,15:14:00,Admin Support,Y,N,153,4
C1230,Sarah,2021-03-03,13:41:00,Technical Support,Y,Y,23,5
C1231,Greg,2021-02-04,11:04:00,Technical Support,Y,N,95,1
C1232,Diane,2021-03-11,11:13:00,Streaming,Y,N,89,3
C1233,Joe,2021-01-31,12:36:00,Streaming,Y,Y,133,1
C1234,Sarah,2021-02-09,09:22:00,Payment related,Y,N,138,3
C1235,Dan,2021-01-17,16:06:00,Streaming,Y,N,138,2
C1236,Stewart,2021-03-17,17:30:00,Streaming,Y,N,84,3
C1237,Dan,2021-03-22,10:45:00,Contract related,Y,Y,177,3
C1238,Dan,2021-03-08,20:38:00,Payment related,Y,N,97,4
C1239,Jim,2021-02-07,13:54:00,Admin Support,N,N,,
C1240,Stewart,2021-01-31,12:39:00,Streaming,Y,N,155,4
C1241,Stewart,2021-01-02,11:55:00,Payment related,Y,N,32,4
C1242,Dan,2021-01-22,19:10:00,Admin Support,Y,Y,100,2
C1243,Stewart,2021-02-03,20:16:00,Streaming,Y,Y,45,5
C1244,Joe,2021-02-16,18:25:00,Payment related,Y,Y,43,4
C1245,Jim,2021-01-11,16:32:00,Technical Support,Y,N,20,4
C1246,Sarah,2021-03-31,18:00:00,Streaming,Y,Y,106,3
C1247,Stewart,2021-01-29,13:29:00,Streaming,Y,Y,129,4
C1248,Sarah,2021-01-11,11:06:00,Admin Support,N,N,,
C1249,Stewart,2021-01-26,13:04:00,Streaming,Y,N,134,3
C1250,Jim,2021-02-05,14:34:00,Contract related,Y,Y,173,3
C1251,Diane,2021-02-18,10:51:00,Streaming,Y,Y,131,3
C1252,Martha,2021-03-29,14:16:00,Payment related,Y,Y,27,3
C1253,Martha,2021-02-27,18:33:00,Admin Support,Y,N,57,5
C1254,Dan,2021-02-13,20:19:00,Admin Support,Y,Y,117,4
C1255,Dan,2021-02-15,19:36:00,Payment related,Y,Y,162,3
C1256,Stewart,2021-03-27,20:46:00,Technical Support,Y,N,91,1
C1257,Jim,2021-03-05,18:07:00,Admin Support,Y,Y,77,4
C1258,Martha,2021-01-17,15:40:00,Streaming,N,N,,
C1259,Diane,2021-01-28,17:12:00,Payment related,Y,Y,52,4
C1260,Greg,2021-01-27,20:43:00,Contract related,Y,Y,103,1
C1261,Sarah,2021-01-16,16:41:00,Admin Support,N,N,,
C1262,Dan,2021-02-15,13:34:00,Admin Support,Y,N,95,2
C1263,Sarah,2021-02-24,13:35:00,Payment related,Y,Y,107,4
C1264,Martha,2021-03-31,15:59:00,Streaming,N,N,,
C1265,Martha,2021-01-14,10:01:00,Admin Support,Y,Y,137,5
