CustomerID,Gender,SeniorCitizen,Partner,Dependents,Tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,Contract,PaperlessBilling2,PaymentMethod,MonthlyCharges,TotalCharges,Churned
CUST-2232,Female,1,Yes,No,16,No,Yes,No,No,Yes,No,No,No,No,No internet service,Two year,No,Bank transfer (automatic),48.53,803.57,No
CUST-2233,Male,1,Yes,No,13,Yes,Yes,DSL,No,No,No,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),73.68,926.99,No
CUST-2234,Male,0,No,Yes,17,No,No,Fiber optic,Yes,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,48.13,851.12,No
CUST-2235,Female,0,No,No,11,Yes,Yes,DSL,No,No,Yes,No,No,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),87.67,970.23,No
CUST-2236,Male,0,Yes,Yes,71,Yes,Yes,No,Yes,No,Yes,No,Yes,No internet service,No internet service,Month-to-month,No,Electronic check,115.78,7825.34,No
CUST-2237,Female,0,No,No,45,No,Yes,Fiber optic,Yes,Yes,No,No,No,No,No,One year,Yes,Mailed check,74.94,3525.1,No
CUST-2238,Female,0,No,No,58,Yes,Yes,DSL,No,No,No,No,No internet service,Yes,No,Month-to-month,Yes,Electronic check,91.44,5533.48,No
CUST-2239,Male,0,No,Yes,5,Yes,Yes,DSL,Yes,Yes,Yes,No internet service,No,No,No,Month-to-month,Yes,Bank transfer (automatic),51.64,253.43,No
CUST-2240,Male,0,No,Yes,48,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),59.34,2819.06,Yes
CUST-2241,Female,0,No,Yes,55,Yes,Yes,DSL,No,No,Yes,Yes,No internet service,No internet service,No,Month-to-month,Yes,Credit card (automatic),64.83,3437.05,No
CUST-2242,Male,1,No,No,66,Yes,Yes,DSL,Yes,No,No,No,Yes,No internet service,Yes,Two year,Yes,Bank transfer (automatic),20.66,1345.94,No
CUST-2243,Female,0,No,No,61,Yes,Yes,DSL,No,No,No,No internet service,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),75.73,4750.46,Yes
CUST-2244,Male,1,Yes,No,61,Yes,No,Fiber optic,No,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),102.12,6435.95,No
CUST-2245,Female,0,No,No,56,Yes,Yes,DSL,Yes,No,Yes,No,No,No internet service,No internet service,Month-to-month,No,Credit card (automatic),97.6,5277.49,No
CUST-2246,Male,1,No,No,59,No,No,DSL,No,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,33.14,1868.39,No
CUST-2247,Male,0,No,Yes,22,No,Yes,Fiber optic,No,No,No,No,Yes,No internet service,No,Month-to-month,No,Electronic check,47.55,1017.13,Yes
CUST-2248,Male,0,No,Yes,37,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,No,One year,Yes,Mailed check,61.06,2272.85,Yes
CUST-2249,Male,0,Yes,No,16,Yes,No,No,No,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),104.66,1742.42,Yes
CUST-2250,Female,0,No,No,49,Yes,No,Fiber optic,Yes,No,No,Yes,No,No internet service,No,Month-to-month,Yes,Credit card (automatic),116.51,5841.55,No
CUST-2251,Male,0,No,No,23,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No internet service,No internet service,One year,Yes,Bank transfer (automatic),63.86,1396.89,No
CUST-2252,Female,1,Yes,No,14,No,No,Fiber optic,No,No,No,No,Yes,Yes,Yes,One year,No,Mailed check,102.25,1402.79,No
CUST-2253,Female,0,Yes,No,67,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,76.82,5115.35,Yes
CUST-2254,Female,0,Yes,Yes,5,Yes,Yes,DSL,No,No,No,No,No,Yes,Yes,Two year,No,Mailed check,72.44,351.11,No
CUST-2255,Female,0,No,Yes,72,Yes,Yes,Fiber optic,No,Yes,No,No,No,No internet service,No internet service,Two year,Yes,Electronic check,112.36,7801.14,No
CUST-2256,Male,1,Yes,No,44,Yes,Yes,No,Yes,No,Yes,Yes,No,No internet service,Yes,One year,No,Electronic check,31.1,1423.06,No
CUST-2257,Female,0,No,No,9,Yes,No,DSL,Yes,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,22.65,207.27,Yes
CUST-2258,Female,0,Yes,No,51,Yes,Yes,Fiber optic,Yes,Yes,Yes,No internet service,No,No internet service,No,Two year,Yes,Electronic check,43.53,2268.56,No
CUST-2259,Male,0,Yes,Yes,54,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,108.0,6098.43,No
CUST-2260,Male,0,Yes,Yes,63,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Electronic check,99.64,6159.25,No
CUST-2261,Female,0,Yes,No,63,No,No,No,No,No,No,No,No internet service,Yes,No internet service,Month-to-month,Yes,Electronic check,110.56,7054.66,No
CUST-2262,Male,0,No,No,23,Yes,Yes,No,No,No,No,Yes,No internet service,No,No internet service,One year,No,Mailed check,77.17,1794.19,No
CUST-2263,Female,1,No,No,57,Yes,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,45.11,2687.11,No
CUST-2264,Male,0,No,No,20,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,45.97,912.19,No
CUST-2265,Male,0,No,No,44,Yes,Yes,DSL,Yes,Yes,No,No internet service,No internet service,No,No internet service,Month-to-month,Yes,Credit card (automatic),89.12,3839.63,Yes
CUST-2266,Female,0,No,Yes,36,Yes,No,DSL,No,No,No,No,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),80.45,2758.67,Yes
CUST-2267,Female,0,Yes,Yes,54,Yes,Yes,Fiber optic,No,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,79.38,4120.94,No
CUST-2268,Male,0,Yes,No,42,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,103.58,4497.16,Yes
CUST-2269,Female,0,No,Yes,20,Yes,Yes,Fiber optic,No,No,No,No internet service,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),61.87,1229.27,Yes
CUST-2270,Female,1,No,No,29,Yes,Yes,Fiber optic,Yes,No,Yes,No internet service,No,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),48.58,1469.43,No
CUST-2271,Male,0,No,No,44,Yes,No,No,Yes,No,No,No,Yes,No,No internet service,Month-to-month,Yes,Electronic check,34.79,1499.64,No
CUST-2272,Female,0,No,No,54,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,No internet service,One year,Yes,Electronic check,115.1,6442.63,Yes
CUST-2273,Female,0,No,Yes,47,Yes,Yes,Fiber optic,No,No,No,Yes,No internet service,No,No,Month-to-month,Yes,Mailed check,47.72,2140.06,No
CUST-2274,Male,0,Yes,No,30,Yes,Yes,DSL,No,Yes,Yes,Yes,No internet service,No,No internet service,Month-to-month,Yes,Electronic check,47.45,1461.85,No
CUST-2275,Female,0,No,Yes,56,Yes,Yes,DSL,No,No,No,No,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),112.31,6282.71,Yes
CUST-2276,Male,0,Yes,Yes,15,Yes,Yes,DSL,No,Yes,Yes,No internet service,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),110.63,1653.93,Yes
CUST-2277,Male,0,Yes,No,5,Yes,Yes,No,No,No,No,No internet service,No,No,No,One year,Yes,Bank transfer (automatic),69.05,347.86,Yes
CUST-2278,Male,0,No,No,8,Yes,Yes,No,No,Yes,Yes,Yes,No internet service,No,No,One year,Yes,Mailed check,41.46,335.63,No
CUST-2279,Male,1,No,No,60,Yes,Yes,DSL,No,Yes,No,No internet service,Yes,No,No internet service,Month-to-month,No,Electronic check,93.19,5733.81,No
CUST-2280,Male,1,No,No,33,No,Yes,Fiber optic,No,No,No,No internet service,No internet service,No,Yes,Month-to-month,Yes,Electronic check,47.36,1616.63,No
CUST-2281,Male,0,Yes,No,44,Yes,Yes,Fiber optic,No,No,No,No internet service,Yes,No,No internet service,Month-to-month,Yes,Electronic check,25.05,1070.97,Yes
CUST-2282,Male,0,No,No,32,Yes,Yes,DSL,No,No,Yes,No,Yes,No,No internet service,One year,Yes,Credit card (automatic),34.0,1112.94,No
CUST-2283,Male,0,Yes,Yes,5,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,88.09,430.45,Yes
CUST-2284,Male,0,Yes,No,47,Yes,Yes,No,Yes,No,No,No,No internet service,No,No,Month-to-month,No,Electronic check,75.94,3716.84,Yes
CUST-2285,Female,0,No,No,4,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,62.23,250.09,Yes
CUST-2286,Female,0,Yes,Yes,47,Yes,No,DSL,No,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,94.19,4377.61,No
CUST-2287,Male,1,Yes,Yes,25,Yes,No,Fiber optic,Yes,Yes,No,No internet service,No,No internet service,Yes,One year,Yes,Bank transfer (automatic),53.0,1354.58,No
CUST-2288,Female,0,No,Yes,26,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,No internet service,Two year,No,Mailed check,87.08,2290.32,No
CUST-2289,Female,0,No,No,16,Yes,Yes,DSL,No,No,No,No internet service,No,No internet service,No internet service,Month-to-month,Yes,Mailed check,35.8,583.26,No
CUST-2290,Male,0,No,No,55,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),70.07,3780.06,Yes
CUST-2291,Male,0,Yes,No,18,Yes,Yes,No,No,Yes,No,Yes,No internet service,No,No internet service,Month-to-month,No,Electronic check,43.8,775.04,Yes
CUST-2292,Male,0,Yes,No,1,Yes,Yes,Fiber optic,No,No,No,No internet service,No internet service,Yes,No internet service,One year,No,Bank transfer (automatic),60.69,58.85,Yes
CUST-2293,Male,0,Yes,Yes,26,Yes,No,Fiber optic,Yes,No,No,Yes,No internet service,No,No internet service,Month-to-month,No,Credit card (automatic),78.36,1981.46,No
CUST-2294,Male,0,Yes,Yes,71,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,22.89,1551.68,Yes
CUST-2295,Male,0,Yes,Yes,47,Yes,Yes,Fiber optic,No,No,Yes,No internet service,No,Yes,No internet service,Month-to-month,No,Electronic check,91.61,4121.36,Yes
CUST-2296,Female,0,No,No,15,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),33.14,478.37,No
CUST-2297,Female,0,Yes,Yes,34,Yes,Yes,Fiber optic,No,No,Yes,No internet service,No,No,No,Month-to-month,No,Mailed check,104.16,3459.11,No
CUST-2298,Female,0,No,No,56,Yes,Yes,Fiber optic,Yes,Yes,No,No internet service,No,No,No,Month-to-month,No,Mailed check,108.99,5878.98,Yes
CUST-2299,Male,0,Yes,No,21,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,No,Two year,Yes,Credit card (automatic),58.66,1250.9,No
CUST-2300,Female,0,No,No,70,Yes,Yes,Fiber optic,No,No,No,No internet service,No,No,No internet service,Month-to-month,Yes,Electronic check,75.93,5280.75,Yes
CUST-2301,Female,0,Yes,No,27,Yes,Yes,Fiber optic,No,No,No,No,No,No,No internet service,Month-to-month,Yes,Electronic check,52.08,1450.82,No
CUST-2302,Female,1,No,No,64,Yes,Yes,No,No,No,Yes,No,No,No,No,Two year,Yes,Credit card (automatic),23.72,1577.75,No
CUST-2303,Male,1,No,No,7,Yes,Yes,DSL,No,No,Yes,No internet service,No,No,No,Two year,Yes,Mailed check,84.82,567.8,No
CUST-2304,Male,0,No,No,3,Yes,Yes,Fiber optic,No,No,Yes,No internet service,No internet service,No,No,Two year,Yes,Bank transfer (automatic),108.66,314.63,No
CUST-2305,Male,0,No,No,52,Yes,Yes,Fiber optic,Yes,No,No,Yes,No internet service,Yes,Yes,One year,Yes,Electronic check,41.66,2185.46,No
CUST-2306,Female,0,No,Yes,24,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No internet service,No,One year,No,Mailed check,88.73,2147.18,No
CUST-2307,Male,0,Yes,No,36,Yes,Yes,No,No,No,Yes,Yes,No,No,No internet service,Month-to-month,Yes,Credit card (automatic),82.7,2907.87,No
CUST-2308,Male,0,Yes,No,28,Yes,Yes,Fiber optic,Yes,No,No,No,No internet service,No,No,One year,No,Bank transfer (automatic),49.68,1393.81,No
CUST-2309,Female,0,Yes,Yes,50,Yes,Yes,Fiber optic,No,No,No,No internet service,Yes,No internet service,No,Two year,Yes,Mailed check,102.31,5060.58,No
CUST-2310,Male,0,Yes,No,32,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,No internet service,Month-to-month,No,Mailed check,101.16,3169.42,No
CUST-2311,Male,0,Yes,No,61,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),92.45,5444.2,Yes
CUST-2312,Female,1,No,No,71,Yes,Yes,No,No,Yes,Yes,Yes,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),78.99,5750.31,No
CUST-2313,Male,0,Yes,No,7,Yes,Yes,No,Yes,Yes,Yes,No,No internet service,No,Yes,One year,No,Electronic check,86.08,583.12,No
CUST-2314,Female,0,Yes,Yes,5,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No internet service,No internet service,Two year,Yes,Electronic check,105.57,513.46,No
CUST-2315,Female,0,No,Yes,4,Yes,Yes,Fiber optic,No,No,Yes,No internet service,No,No,No,Month-to-month,No,Electronic check,81.0,332.36,Yes
CUST-2316,Female,0,Yes,Yes,71,Yes,Yes,No,Yes,Yes,No,No internet service,Yes,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),45.41,3133.86,No
CUST-2317,Female,0,Yes,Yes,10,Yes,Yes,DSL,No,Yes,No,No internet service,Yes,No internet service,No,One year,Yes,Bank transfer (automatic),42.35,403.19,No
CUST-2318,Female,0,Yes,No,59,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,64.67,3899.46,No
CUST-2319,Male,0,Yes,No,55,Yes,Yes,No,No,No,Yes,Yes,No internet service,No,Yes,Month-to-month,No,Mailed check,78.0,4334.39,Yes
CUST-2320,Male,0,Yes,No,16,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No internet service,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),31.45,492.13,Yes
CUST-2321,Male,0,No,No,42,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,No internet service,Two year,Yes,Electronic check,25.09,1058.29,No
CUST-2322,Male,0,No,No,30,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Yes,One year,No,Electronic check,85.8,2515.44,No
CUST-2323,Female,0,Yes,No,64,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),18.71,1177.1,No
CUST-2324,Male,0,Yes,No,15,Yes,Yes,DSL,No,No,No,No internet service,No,No internet service,No,Month-to-month,Yes,Mailed check,42.81,666.94,Yes
CUST-2325,Female,0,No,No,15,Yes,Yes,Fiber optic,No,No,No,No,No internet service,No,Yes,Two year,Yes,Bank transfer (automatic),44.8,642.64,No
CUST-2326,Male,0,No,No,2,Yes,No,No,No,Yes,No,No internet service,Yes,No,No internet service,Two year,Yes,Mailed check,23.38,48.01,No
CUST-2327,Male,0,No,No,28,Yes,Yes,DSL,Yes,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,82.2,2409.06,Yes
CUST-2328,Male,0,Yes,No,4,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),79.2,315.21,Yes
CUST-2329,Female,1,No,No,36,Yes,Yes,DSL,No,No,Yes,No,No,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),43.77,1611.86,No
CUST-2330,Male,1,Yes,No,70,Yes,Yes,Fiber optic,No,Yes,Yes,No,No internet service,No,Yes,Month-to-month,Yes,Mailed check,32.34,2194.99,No
CUST-2331,Female,0,No,No,52,Yes,Yes,Fiber optic,No,No,No,No internet service,No internet service,No,No internet service,Month-to-month,No,Electronic check,41.4,2116.55,No
CUST-2332,Male,1,No,No,66,Yes,No,Fiber optic,Yes,No,No,No internet service,Yes,No,Yes,Month-to-month,Yes,Mailed check,95.28,6073.8,No
CUST-2333,Female,0,Yes,No,60,Yes,Yes,Fiber optic,Yes,No,Yes,No,No internet service,No,No,Month-to-month,Yes,Electronic check,111.71,6712.81,No
CUST-2334,Male,0,Yes,No,23,No,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),70.64,1635.81,No
CUST-2335,Male,0,Yes,Yes,5,No,Yes,DSL,Yes,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,108.76,568.35,Yes
CUST-2336,Female,0,Yes,Yes,25,Yes,Yes,DSL,No,No,Yes,Yes,No internet service,No,Yes,One year,Yes,Electronic check,37.42,968.48,No
CUST-2337,Female,0,No,No,42,Yes,Yes,DSL,Yes,Yes,No,No,No internet service,No,Yes,Month-to-month,Yes,Credit card (automatic),40.5,1723.75,Yes
CUST-2338,Male,0,Yes,No,66,Yes,Yes,DSL,No,No,No,No,No,No,No,Two year,Yes,Electronic check,90.49,6038.01,No
CUST-2339,Male,0,No,No,6,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,60.9,348.54,No
CUST-2340,Female,0,No,No,54,Yes,Yes,DSL,No,No,No,No,No internet service,No,No,Month-to-month,No,Electronic check,104.6,5657.75,Yes
CUST-2341,Female,0,No,No,13,Yes,Yes,DSL,No,No,Yes,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),79.27,1043.21,No
CUST-2342,Female,0,No,No,58,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),80.15,4802.14,No
CUST-2343,Female,0,Yes,No,54,Yes,No,DSL,No,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,105.39,5732.76,No
CUST-2344,Female,0,Yes,No,67,Yes,Yes,DSL,Yes,No,No,No internet service,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),45.46,2920.41,Yes
CUST-2345,Male,0,No,No,45,No,Yes,Fiber optic,Yes,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,18.34,843.57,Yes
CUST-2346,Male,1,No,No,53,Yes,No,Fiber optic,No,No,No,No internet service,No internet service,No,No,Month-to-month,No,Electronic check,114.91,5900.74,No
CUST-2347,Female,0,No,No,19,Yes,Yes,DSL,Yes,No,No,Yes,No,No internet service,No internet service,Month-to-month,No,Mailed check,81.8,1506.69,Yes
CUST-2348,Female,0,Yes,No,71,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,No internet service,Month-to-month,Yes,Electronic check,77.78,5650.4,No
CUST-2349,Male,1,No,No,53,Yes,Yes,Fiber optic,Yes,No,No,Yes,No internet service,No,No,Month-to-month,Yes,Mailed check,30.27,1562.29,No
CUST-2350,Female,0,No,Yes,34,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),94.63,3246.84,No
CUST-2351,Male,0,No,Yes,21,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No internet service,Yes,Month-to-month,Yes,Electronic check,104.33,2193.62,Yes
CUST-2352,Female,0,No,Yes,71,Yes,Yes,Fiber optic,Yes,No,No,No internet service,No internet service,No,No,Month-to-month,No,Credit card (automatic),98.06,6976.98,Yes
CUST-2353,Female,0,Yes,No,32,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),92.35,2827.43,No
CUST-2354,Male,0,No,No,67,Yes,Yes,No,No,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.32,5270.45,Yes
CUST-2355,Female,1,Yes,No,60,Yes,Yes,No,No,Yes,Yes,No,Yes,No internet service,No,One year,Yes,Electronic check,110.73,6470.62,Yes
CUST-2356,Female,0,Yes,Yes,41,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,No internet service,Two year,No,Mailed check,96.79,3841.69,No
CUST-2357,Male,0,Yes,Yes,11,Yes,Yes,No,Yes,No,Yes,No,No,No internet service,No,Two year,Yes,Electronic check,68.22,714.05,No
CUST-2358,Female,0,Yes,Yes,5,Yes,Yes,No,No,No,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),104.9,540.08,No
CUST-2359,Female,0,No,Yes,30,Yes,Yes,DSL,No,Yes,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),111.39,3271.83,No
CUST-2360,Male,0,No,No,35,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Yes,One year,No,Electronic check,75.87,2749.72,No
CUST-2361,Male,1,No,No,67,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,76.27,5203.28,No
CUST-2362,Male,1,No,Yes,31,Yes,Yes,No,Yes,No,No,No internet service,No,No,No,Two year,No,Electronic check,65.7,1937.9,No
CUST-2363,Male,0,Yes,No,43,Yes,Yes,DSL,No,No,Yes,Yes,No,No internet service,No,Month-to-month,No,Credit card (automatic),36.31,1596.89,Yes
CUST-2364,Male,0,Yes,Yes,45,Yes,Yes,DSL,No,No,No,No internet service,No,No,No,Two year,Yes,Bank transfer (automatic),95.02,4149.23,No
CUST-2365,Female,0,Yes,Yes,65,Yes,Yes,DSL,No,No,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,30.7,2051.73,Yes
CUST-2366,Female,0,No,No,17,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Yes,One year,No,Electronic check,65.82,1091.92,No
CUST-2367,Female,0,Yes,No,32,Yes,No,No,No,No,No,No,No,No internet service,No,Month-to-month,No,Electronic check,36.97,1130.22,Yes
CUST-2368,Female,1,No,Yes,12,Yes,No,No,Yes,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,23.38,289.93,No
CUST-2369,Female,0,Yes,Yes,32,Yes,Yes,DSL,No,No,Yes,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),66.34,2226.05,No
CUST-2370,Female,0,No,No,3,Yes,Yes,DSL,Yes,No,No,Yes,No,No internet service,No internet service,Month-to-month,No,Electronic check,38.43,118.18,No
CUST-2371,Female,0,Yes,No,54,Yes,Yes,Fiber optic,No,Yes,No,Yes,No internet service,No,No internet service,One year,No,Mailed check,60.59,3235.98,No
CUST-2372,Female,0,Yes,No,16,Yes,Yes,DSL,No,No,No,Yes,No,No,Yes,One year,No,Credit card (automatic),116.28,1818.64,No
CUST-2373,Female,0,No,Yes,29,No,Yes,No,No,No,No,No,No internet service,No,Yes,Month-to-month,Yes,Bank transfer (automatic),85.84,2430.4,No
CUST-2374,Male,0,No,No,12,Yes,Yes,DSL,No,No,No,No,No,No,No internet service,Month-to-month,Yes,Credit card (automatic),97.36,1115.26,No
CUST-2375,Male,0,Yes,No,64,Yes,Yes,No,Yes,No,No,No,Yes,No,No internet service,Month-to-month,No,Mailed check,76.89,4744.51,No
CUST-2376,Male,0,No,No,45,Yes,Yes,DSL,No,No,No,No internet service,No internet service,No,Yes,Two year,Yes,Mailed check,116.09,5005.35,No
CUST-2377,Female,0,No,Yes,37,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,94.64,3351.71,Yes
CUST-2378,Female,0,No,Yes,36,Yes,Yes,Fiber optic,Yes,Yes,Yes,No internet service,No internet service,No,No,Two year,No,Bank transfer (automatic),74.47,2555.67,No
CUST-2379,Female,0,Yes,No,27,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No internet service,Yes,Two year,No,Mailed check,34.15,891.11,No
CUST-2380,Male,0,No,Yes,39,Yes,Yes,Fiber optic,Yes,No,Yes,No internet service,No,No internet service,No,Two year,Yes,Electronic check,76.84,3097.7,No
CUST-2381,Male,0,Yes,Yes,20,Yes,Yes,Fiber optic,No,No,No,No,No internet service,No,No,Month-to-month,Yes,Credit card (automatic),33.55,648.21,No
CUST-2382,Female,0,No,No,22,Yes,Yes,No,No,Yes,No,No internet service,No,Yes,No,Month-to-month,No,Electronic check,83.93,1771.63,No
CUST-2383,Male,0,Yes,No,24,Yes,Yes,DSL,No,Yes,No,Yes,No,No,No,Two year,Yes,Mailed check,106.83,2663.61,No
CUST-2384,Male,0,Yes,No,32,Yes,Yes,Fiber optic,No,Yes,No,No,No internet service,No,No,Month-to-month,Yes,Mailed check,25.54,818.65,No
CUST-2385,Female,0,No,Yes,71,Yes,Yes,Fiber optic,Yes,No,Yes,No internet service,No,Yes,No,Month-to-month,Yes,Credit card (automatic),103.23,7442.58,Yes
CUST-2386,Female,0,Yes,Yes,71,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,No internet service,Month-to-month,No,Bank transfer (automatic),101.84,7578.57,No
CUST-2387,Male,0,No,No,55,Yes,Yes,DSL,Yes,No,No,No,Yes,No internet service,No,One year,Yes,Mailed check,70.61,3876.32,No
CUST-2388,Female,0,Yes,No,16,Yes,Yes,Fiber optic,No,No,No,Yes,No internet service,No,No,One year,Yes,Mailed check,42.18,643.49,No
CUST-2389,Male,1,No,Yes,46,Yes,Yes,Fiber optic,No,No,Yes,Yes,No internet service,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),86.19,3864.44,Yes
CUST-2390,Male,0,Yes,Yes,1,Yes,Yes,DSL,No,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,53.08,52.02,Yes
CUST-2391,Female,0,Yes,No,66,Yes,Yes,DSL,Yes,No,Yes,No,No internet service,No,Yes,One year,No,Bank transfer (automatic),76.5,4925.06,No
CUST-2392,Male,0,No,No,43,Yes,Yes,No,No,No,No,No,Yes,No,No,One year,Yes,Bank transfer (automatic),54.51,2414.47,No
CUST-2393,Female,0,No,No,30,Yes,Yes,No,Yes,No,Yes,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,45.28,1302.39,No
CUST-2394,Male,0,No,No,43,Yes,No,DSL,No,No,No,No,Yes,No internet service,No,Month-to-month,Yes,Credit card (automatic),73.81,3090.66,No
CUST-2395,Female,0,Yes,Yes,50,Yes,Yes,No,Yes,Yes,Yes,No,No,No internet service,No,Month-to-month,Yes,Electronic check,94.68,4866.45,Yes
CUST-2396,Female,0,Yes,Yes,56,Yes,Yes,DSL,Yes,Yes,No,No internet service,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),88.86,5026.92,No
CUST-2397,Female,0,Yes,No,23,Yes,Yes,DSL,Yes,No,No,No internet service,Yes,No internet service,No,Month-to-month,No,Credit card (automatic),39.78,911.46,Yes
CUST-2398,Male,0,No,Yes,51,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),100.34,5056.05,No
CUST-2399,Female,1,Yes,No,67,Yes,Yes,DSL,No,Yes,Yes,No internet service,Yes,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),58.13,3807.49,No
CUST-2400,Female,0,Yes,Yes,57,Yes,Yes,No,Yes,No,No,Yes,No internet service,No,No,Month-to-month,No,Mailed check,35.93,2109.25,Yes
CUST-2401,Female,1,No,No,26,Yes,Yes,No,No,Yes,Yes,No internet service,No,No,Yes,One year,No,Electronic check,25.19,682.63,No
